#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.018 0 0
0.036 0 0
0.054 0 0
0.072 0 0
0.09 0 0
0.108 0 0
0.126 0 0
0.144 0 0
0.162 0 0
0.18 0 0
0.198 0.121583 0.556225
0.216 0.424618 1.88357
0.234 0.726467 3.12371
0.252 1.02443 4.26823
0.27 1.31514 5.30693
0.288 1.59435 6.22767
0.306 1.85677 7.01605
0.324 2.09577 7.65508
0.342 2.30306 8.12482
0.36 2.46824 8.40195
0.378 2.57827 8.45921
0.396 2.61676 8.26488
0.414 2.56306 7.78204
0.432 2.39105 6.96783
0.45 2.06757 5.77253
0.468 1.55035 4.1386
0.486 0.785211 1.99953
0.504 0 0
0.522 0 0
0.54 0 0
0.558 0 0
0.576 0 0
0.594 0 0
0.612 0 0
0.63 0 0
0.648 0 0
0.666 0 0
0.684 0 0
0.702 0 0
0.72 0 0
0.738 0 0
0.756 0 0
0.774 0 0
0.792 0 0
0.81 0 0
0.828 0 0
0.846 0 0
0.864 0 0
0.882 0 0
0.9 -nan -nan
