#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0182 0 0
0.0364 0 0
0.0546 0 0
0.0728 0 0
0.091 0 0
0.1092 0 0
0.1274 0 0
0.1456 0 0
0.1638 0.000462707 0.00224525
0.182 0.0529564 0.250173
0.2002 0.148709 0.683114
0.2184 0.296139 1.3244
0.2366 0.485849 2.11474
0.2548 0.706849 2.99014
0.273 0.990265 4.07326
0.2912 1.31527 5.25589
0.3094 1.67696 6.50372
0.3276 2.0656 7.76667
0.3458 2.4631 8.96828
0.364 2.77163 9.74915
0.3822 2.86624 9.70689
0.4004 2.72494 8.8561
0.4186 2.44957 7.62468
0.4368 2.09038 6.22167
0.455 1.66073 4.71751
0.4732 1.18756 3.21299
0.4914 0.707987 1.82045
0.5096 0.282745 0.689585
0.5278 0.0022293 0.00514391
0.546 0 0
0.5642 0 0
0.5824 0 0
0.6006 0 0
0.6188 0 0
0.637 0 0
0.6552 0 0
0.6734 0 0
0.6916 0 0
0.7098 0 0
0.728 0 0
0.7462 0 0
0.7644 0 0
0.7826 0 0
0.8008 0 0
0.819 0 0
0.8372 0 0
0.8554 0 0
0.8736 0 0
0.8918 0 0
0.91 -nan -nan
