#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0056 10.2277 5.38421
0.0112 20.4597 10.7317
0.0168 30.7005 16.0056
0.0224 40.9545 21.1691
0.028 44.77 22.9846
0.0336 46.4131 23.6417
0.0392 47.3667 23.8883
0.0448 47.5984 23.7161
0.0504 47.0689 23.1189
0.056 45.7318 22.0924
0.0616 43.532 20.6348
0.0672 40.4053 18.7468
0.0728 36.277 16.4322
0.0784 31.0602 13.6982
0.084 24.6543 10.556
0.0896 16.9428 7.02107
0.0952 7.79069 3.11442
0.1008 0 0
0.1064 0 0
0.112 0 0
0.1176 0 0
0.1232 0 0
0.1288 0 0
0.1344 0 0
0.14 0 0
0.1456 0 0
0.1512 0 0
0.1568 0 0
0.1624 0 0
0.168 0 0
0.1736 0 0
0.1792 0 0
0.1848 0 0
0.1904 0 0
0.196 0 0
0.2016 0 0
0.2072 0 0
0.2128 0 0
0.2184 0 0
0.224 0 0
0.2296 0 0
0.2352 0 0
0.2408 0 0
0.2464 0 0
0.252 0 0
0.2576 0 0
0.2632 0 0
0.2688 0 0
0.2744 0 0
0.28 -nan -nan
