#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0084 3.53517 4.00919
0.0168 7.32867 8.2924
0.0252 10.3627 11.6764
0.0336 13.4102 15.0232
0.042 16.558 18.4143
0.0504 19.7923 21.8166
0.0588 23.2599 25.373
0.0672 26.6695 28.7442
0.0756 29.8475 31.7319
0.084 32.245 33.7562
0.0924 33.0366 33.9942
0.1008 32.0399 32.3456
0.1092 29.6433 29.3057
0.1176 26.5448 25.6496
0.126 23.0414 21.7184
0.1344 19.3822 17.7845
0.1428 15.6068 13.9097
0.1512 11.6779 10.0863
0.1596 8.06617 6.73482
0.168 4.87338 3.92304
0.1764 2.07247 1.6039
0.1848 0.168475 0.12496
0.1932 0 0
0.2016 0 0
0.21 0 0
0.2184 0 0
0.2268 0 0
0.2352 0 0
0.2436 0 0
0.252 0 0
0.2604 0 0
0.2688 0 0
0.2772 0 0
0.2856 0 0
0.294 0 0
0.3024 0 0
0.3108 0 0
0.3192 0 0
0.3276 0 0
0.336 0 0
0.3444 0 0
0.3528 0 0
0.3612 0 0
0.3696 0 0
0.378 0 0
0.3864 0 0
0.3948 0 0
0.4032 0 0
0.4116 0 0
0.42 -nan -nan
