#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0014 45.1994 2.26261
0.0028 79.9953 4.10081
0.0042 101.772 5.36597
0.0056 110.243 6.02029
0.007 113.768 6.3235
0.0084 113.72 6.33404
0.0098 108.338 6.00901
0.0112 103.267 5.5548
0.0126 93.5318 4.8514
0.014 81.7407 4.01784
0.0154 70.1515 3.16475
0.0168 53.6841 2.20406
0.0182 32.4507 1.21549
0.0196 15.9543 0.528821
0.021 3.52901 0.100899
0.0224 0 0
0.0238 0 0
0.0252 0 0
0.0266 0 0
0.028 0 0
0.0294 0 0
0.0308 0 0
0.0322 0 0
0.0336 0 0
0.035 0 0
0.0364 0 0
0.0378 0 0
0.0392 0 0
0.0406 0 0
0.042 0 0
0.0434 0 0
0.0448 0 0
0.0462 0 0
0.0476 0 0
0.049 0 0
0.0504 0 0
0.0518 0 0
0.0532 0 0
0.0546 0 0
0.056 0 0
0.0574 0 0
0.0588 0 0
0.0602 0 0
0.0616 0 0
0.063 0 0
0.0644 0 0
0.0658 0 0
0.0672 0 0
0.0686 0 0
0.07 -nan -nan
