#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0028 17.5992 3.02829
0.0056 35.2006 6.00767
0.0084 52.8063 8.88922
0.0112 70.4186 11.6239
0.014 88.0396 14.1628
0.0168 105.671 16.4567
0.0196 123.316 18.4563
0.0224 140.976 20.1122
0.0252 132.829 18.4016
0.028 118.593 15.9299
0.0308 101.36 13.1317
0.0336 80.9367 10.0553
0.0364 57.0988 6.75923
0.0392 29.5873 3.31355
0.042 0 0
0.0448 0 0
0.0476 0 0
0.0504 0 0
0.0532 0 0
0.056 0 0
0.0588 0 0
0.0616 0 0
0.0644 0 0
0.0672 0 0
0.07 0 0
0.0728 0 0
0.0756 0 0
0.0784 0 0
0.0812 0 0
0.084 0 0
0.0868 0 0
0.0896 0 0
0.0924 0 0
0.0952 0 0
0.098 0 0
0.1008 0 0
0.1036 0 0
0.1064 0 0
0.1092 0 0
0.112 0 0
0.1148 0 0
0.1176 0 0
0.1204 0 0
0.1232 0 0
0.126 0 0
0.1288 0 0
0.1316 0 0
0.1344 0 0
0.1372 0 0
0.14 -nan -nan
