#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.004 15.5112 0.726398 2.65601 58.9315 -38.5195
0.008 30.9705 2.90219 5.36499 117.761 -76.9628
0.012 46.3253 6.51714 8.17965 176.388 -115.254
0.016 61.5226 11.554 11.1522 234.708 -153.316
0.02 76.5078 17.9885 14.3339 292.621 -191.072
0.024 91.2246 25.7886 17.7752 350.023 -228.444
0.028 98.537 32.5446 19.9717 377.824 -246.323
0.032 95.6669 36.1285 20.1249 364.471 -237.17
0.036 91.1463 38.751 19.9829 344.93 -223.988
0.04 84.8979 40.1411 19.4689 319.048 -206.707
0.044 76.8356 40.0063 18.4885 286.654 -185.257
0.048 66.8636 38.0292 16.9275 247.563 -159.559
0.052 54.875 33.8637 14.6497 201.571 -129.535
0.056 40.7506 27.1298 11.4936 148.455 -95.0972
0.06 24.357 17.4089 7.26914 87.9691 -56.1579
0.064 5.54484 4.23686 1.75315 19.846 -12.6225
0.068 0 0 0 0 0
0.072 0 0 0 0 0
0.076 0 0 0 0 0
0.08 0 0 0 0 0
0.084 0 0 0 0 0
0.088 0 0 0 0 0
0.092 0 0 0 0 0
0.096 0 0 0 0 0
0.1 0 0 0 0 0
0.104 0 0 0 0 0
0.108 0 0 0 0 0
0.112 0 0 0 0 0
0.116 0 0 0 0 0
0.12 0 0 0 0 0
0.124 0 0 0 0 0
0.128 0 0 0 0 0
0.132 0 0 0 0 0
0.136 0 0 0 0 0
0.14 0 0 0 0 0
0.144 0 0 0 0 0
0.148 0 0 0 0 0
0.152 0 0 0 0 0
0.156 0 0 0 0 0
0.16 0 0 0 0 0
0.164 0 0 0 0 0
0.168 0 0 0 0 0
0.172 0 0 0 0 0
0.176 0 0 0 0 0
0.18 0 0 0 0 0
0.184 0 0 0 0 0
0.188 0 0 0 0 0
0.192 0 0 0 0 0
0.196 0 0 0 0 0
0.2 -nan -nan -nan -nan -nan
