#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0116 0 0 0 0 0
0.0232 0 0 0 0 0
0.0348 0 0 0 0 0
0.0464 0.818492 0.132255 0.0133926 10.1531 -10.0289
0.058 1.9789 0.399588 0.0390173 23.7229 -23.4213
0.0696 3.1186 0.755489 0.0746036 36.2003 -35.7217
0.0812 4.2232 1.19337 0.122366 47.5522 -46.899
0.0928 5.27779 1.70416 0.184042 57.7376 -56.914
0.1044 6.26677 2.27616 0.260752 66.707 -65.7195
0.116 7.17361 2.89479 0.352842 74.4019 -73.2593
0.1276 7.98069 3.54232 0.459707 80.7535 -79.4677
0.1392 8.66907 4.19758 0.579594 85.6826 -84.2685
0.1508 9.2183 4.83551 0.709369 89.0978 -87.5741
0.1624 9.60621 5.4268 0.844265 90.8952 -89.2848
0.174 9.80865 5.93738 0.977581 90.9563 -89.2868
0.1856 9.79932 6.32782 1.10035 89.1469 -87.4516
0.1972 9.5495 6.5528 1.20095 85.3152 -83.634
0.2088 9.02786 6.5604 1.26468 79.2901 -77.6703
0.2204 8.20029 6.29142 1.27327 70.8781 -69.3763
0.232 7.02973 5.67868 1.20436 59.8618 -58.5451
0.2436 5.47612 4.64629 1.03089 45.9955 -44.9443
0.2552 3.49643 3.109 0.720502 29.0026 -28.313
0.2668 1.04485 0.97172 0.234867 8.57079 -8.35849
0.2784 0 0 0 0 0
0.29 0 0 0 0 0
0.3016 0 0 0 0 0
0.3132 0 0 0 0 0
0.3248 0 0 0 0 0
0.3364 0 0 0 0 0
0.348 0 0 0 0 0
0.3596 0 0 0 0 0
0.3712 0 0 0 0 0
0.3828 0 0 0 0 0
0.3944 0 0 0 0 0
0.406 0 0 0 0 0
0.4176 0 0 0 0 0
0.4292 0 0 0 0 0
0.4408 0 0 0 0 0
0.4524 0 0 0 0 0
0.464 0 0 0 0 0
0.4756 0 0 0 0 0
0.4872 0 0 0 0 0
0.4988 0 0 0 0 0
0.5104 0 0 0 0 0
0.522 0 0 0 0 0
0.5336 0 0 0 0 0
0.5452 0 0 0 0 0
0.5568 0 0 0 0 0
0.5684 0 0 0 0 0
0.58 -nan -nan -nan -nan -nan
