#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0198 0 0
0.0396 0 0
0.0594 0 0
0.0792 0 0
0.099 0 0
0.1188 0 0
0.1386 0 0
0.1584 0 0
0.1782 0 0
0.198 0 0
0.2178 0.00857972 0.0472064
0.2376 0.0596234 0.317784
0.2574 0.143027 0.738728
0.2772 0.251919 1.25953
0.297 0.405647 1.96641
0.3168 0.592093 2.78112
0.3366 0.809756 3.68218
0.3564 1.06407 4.68232
0.3762 1.35108 5.74952
0.396 1.65003 6.78225
0.4158 1.91577 7.59131
0.4356 2.03733 7.75462
0.4554 1.97156 7.18156
0.4752 1.78667 6.21412
0.495 1.53126 5.07751
0.5148 1.21628 3.83818
0.5346 0.862853 2.58627
0.5544 0.502056 1.42643
0.5742 0.181856 0.488859
0.594 0 0
0.6138 0 0
0.6336 0 0
0.6534 0 0
0.6732 0 0
0.693 0 0
0.7128 0 0
0.7326 0 0
0.7524 0 0
0.7722 0 0
0.792 0 0
0.8118 0 0
0.8316 0 0
0.8514 0 0
0.8712 0 0
0.891 0 0
0.9108 0 0
0.9306 0 0
0.9504 0 0
0.9702 0 0
0.99 -nan -nan
