#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0148 0 0 0 0 0
0.0296 0 0 0 0 0
0.0444 0 0 0 0 0
0.0592 0 0 0 0 0
0.074 0 0 0 0 0
0.0888 0.0541153 0.0130536 0.00105812 1.01283 -1.01206
0.1036 0.2006 0.0564434 0.00493503 3.58899 -3.58543
0.1184 0.419958 0.135028 0.0128072 7.22293 -7.21422
0.1332 0.688214 0.24891 0.0256036 11.3705 -11.3542
0.148 1.04282 0.419036 0.0466738 16.6592 -16.6319
0.1628 1.46026 0.645417 0.0775965 22.6163 -22.575
0.1776 1.92264 0.927 0.11985 28.8803 -28.8219
0.1924 2.46784 1.28901 0.178604 36.1323 -36.053
0.2072 3.04775 1.71438 0.253663 43.545 -43.4422
0.222 3.64401 2.19626 0.345851 50.8773 -50.7487
0.2368 4.22349 2.71533 0.453658 57.6969 -57.5414
0.2516 4.65707 3.18135 0.562222 62.1277 -61.9483
0.2664 4.79304 3.46697 0.646247 62.1606 -61.966
0.2812 4.5934 3.50725 0.687777 57.6628 -57.4652
0.296 4.18778 3.36598 0.69288 50.8767 -50.686
0.3108 3.63525 3.06815 0.661622 42.7798 -42.6048
0.3256 2.99358 2.64713 0.59689 34.1962 -34.0442
0.3404 2.30632 2.13236 0.501915 25.6448 -25.5215
0.3552 1.6025 1.54629 0.379334 17.3861 -17.2957
0.37 0.924679 0.929605 0.237327 9.8093 -9.75417
0.3848 0.349659 0.365673 0.0970247 3.64048 -3.61839
0.3996 0.000538331 0.00058482 0.00016107 0.00552199 -0.00548578
0.4144 0 0 0 0 0
0.4292 0 0 0 0 0
0.444 0 0 0 0 0
0.4588 0 0 0 0 0
0.4736 0 0 0 0 0
0.4884 0 0 0 0 0
0.5032 0 0 0 0 0
0.518 0 0 0 0 0
0.5328 0 0 0 0 0
0.5476 0 0 0 0 0
0.5624 0 0 0 0 0
0.5772 0 0 0 0 0
0.592 0 0 0 0 0
0.6068 0 0 0 0 0
0.6216 0 0 0 0 0
0.6364 0 0 0 0 0
0.6512 0 0 0 0 0
0.666 0 0 0 0 0
0.6808 0 0 0 0 0
0.6956 0 0 0 0 0
0.7104 0 0 0 0 0
0.7252 0 0 0 0 0
0.74 -nan -nan -nan -nan -nan
