#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0162 0 0
0.0324 0 0
0.0486 0 0
0.0648 0 0
0.081 0 0
0.0972 0 0
0.1134 0 0
0.1296 0 0
0.1458 0.147821 0.570638
0.162 0.610816 2.29898
0.1782 1.06552 3.90794
0.1944 1.50869 5.38865
0.2106 1.93628 6.73057
0.2268 2.34328 7.92127
0.243 2.72353 8.9462
0.2592 3.06943 9.7885
0.2754 3.37162 10.4287
0.2916 3.61859 10.8442
0.3078 3.79615 11.0093
0.324 3.88679 10.8946
0.3402 3.86889 10.4662
0.3564 3.71563 9.68577
0.3726 3.39368 8.50977
0.3888 2.86144 6.8887
0.405 2.06677 4.76667
0.4212 0.943964 2.08067
0.4374 0 0
0.4536 0 0
0.4698 0 0
0.486 0 0
0.5022 0 0
0.5184 0 0
0.5346 0 0
0.5508 0 0
0.567 0 0
0.5832 0 0
0.5994 0 0
0.6156 0 0
0.6318 0 0
0.648 0 0
0.6642 0 0
0.6804 0 0
0.6966 0 0
0.7128 0 0
0.729 0 0
0.7452 0 0
0.7614 0 0
0.7776 0 0
0.7938 0 0
0.81 -nan -nan
