#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0202 0 0 0 0 0
0.0404 0 0 0 0 0
0.0606 0 0 0 0 0
0.0808 0 0 0 0 0
0.101 0 0 0 0 0
0.1212 0 0 0 0 0
0.1414 0 0 0 0 0
0.1616 0 0 0 0 0
0.1818 0 0 0 0 0
0.202 0 0 0 0 0
0.2222 0 0 0 0 0
0.2424 0 0 0 0 0
0.2626 0.0233673 0.0121794 0.00163793 0.748335 -0.745935
0.2828 0.141185 0.0792349 0.0113989 4.08967 -4.07665
0.303 0.273133 0.164214 0.0251895 7.24573 -7.22295
0.3232 0.415254 0.26628 0.0434131 10.1926 -10.1612
0.3434 0.563102 0.383629 0.0662744 12.9005 -12.8616
0.3636 0.711626 0.513309 0.0936988 15.3321 -15.2874
0.3838 0.855043 0.651004 0.125233 17.4419 -17.3932
0.404 0.986705 0.790779 0.159924 19.1741 -19.1234
0.4242 1.09896 0.924787 0.196181 20.4608 -20.4102
0.4444 1.18302 1.04295 0.231603 21.2195 -21.1714
0.4646 1.22885 1.13265 0.262793 21.3501 -21.3065
0.4848 1.22511 1.17836 0.285156 20.7308 -20.6938
0.505 1.15918 1.16149 0.292688 19.214 -19.1852
0.5252 1.01733 1.06025 0.277802 16.62 -16.6004
0.5454 0.78522 0.849936 0.23124 12.7302 -12.7195
0.5656 0.448806 0.503877 0.14217 7.27749 -7.27393
0.5858 0 0 0 0 0
0.606 0 0 0 0 0
0.6262 0 0 0 0 0
0.6464 0 0 0 0 0
0.6666 0 0 0 0 0
0.6868 0 0 0 0 0
0.707 0 0 0 0 0
0.7272 0 0 0 0 0
0.7474 0 0 0 0 0
0.7676 0 0 0 0 0
0.7878 0 0 0 0 0
0.808 0 0 0 0 0
0.8282 0 0 0 0 0
0.8484 0 0 0 0 0
0.8686 0 0 0 0 0
0.8888 0 0 0 0 0
0.909 0 0 0 0 0
0.9292 0 0 0 0 0
0.9494 0 0 0 0 0
0.9696 0 0 0 0 0
0.9898 0 0 0 0 0
1.01 -nan -nan -nan -nan -nan
