#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.017 0 0 0 0 0
0.034 0 0 0 0 0
0.051 0 0 0 0 0
0.068 0 0 0 0 0
0.085 0 0 0 0 0
0.102 0 0 0 0 0
0.119 0 0 0 0 0
0.136 0.00832729 0.00267439 0.000244131 0.204635 -0.204569
0.153 0.0690067 0.024928 0.00248138 1.59024 -1.58952
0.17 0.169725 0.0681143 0.00737249 3.69031 -3.68819
0.187 0.309861 0.136774 0.0160338 6.38344 -6.37908
0.204 0.505059 0.243186 0.0307609 9.97706 -9.96956
0.221 0.733109 0.382386 0.0519595 13.8853 -13.8739
0.238 1.00859 0.566524 0.0823741 18.4081 -18.3921
0.255 1.33117 0.801118 0.124194 23.5307 -23.5096
0.272 1.6825 1.08006 0.177906 28.8629 -28.8366
0.289 2.05048 1.39857 0.244009 34.215 -34.1837
0.306 2.41725 1.74579 0.321699 39.3321 -39.2965
0.323 2.69515 2.05471 0.398812 42.6686 -42.63
0.34 2.78278 2.23324 0.455422 42.629 -42.589
0.357 2.65685 2.23884 0.478594 39.1878 -39.1484
0.374 2.39867 2.11761 0.473576 34.0828 -34.046
0.391 2.05679 1.89843 0.443362 28.2388 -28.2063
0.408 1.64545 1.58492 0.38589 21.8833 -21.8565
0.425 1.19136 1.19548 0.302983 15.3868 -15.3668
0.442 0.742245 0.774709 0.204092 9.35409 -9.34122
0.459 0.341704 0.370436 0.10131 4.22693 -4.2208
0.476 0.0506588 0.0569662 0.0161545 0.619027 -0.618077
0.493 0 0 0 0 0
0.51 0 0 0 0 0
0.527 0 0 0 0 0
0.544 0 0 0 0 0
0.561 0 0 0 0 0
0.578 0 0 0 0 0
0.595 0 0 0 0 0
0.612 0 0 0 0 0
0.629 0 0 0 0 0
0.646 0 0 0 0 0
0.663 0 0 0 0 0
0.68 0 0 0 0 0
0.697 0 0 0 0 0
0.714 0 0 0 0 0
0.731 0 0 0 0 0
0.748 0 0 0 0 0
0.765 0 0 0 0 0
0.782 0 0 0 0 0
0.799 0 0 0 0 0
0.816 0 0 0 0 0
0.833 0 0 0 0 0
0.85 -nan -nan -nan -nan -nan
