#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0042 16.8628 5.16942
0.0084 32.7358 10.0142
0.0126 48.1429 14.6422
0.0168 61.8819 18.6793
0.021 72.2305 21.6135
0.0252 78.1513 23.156
0.0294 78.3947 22.9855
0.0336 74.8942 21.6875
0.0378 68.2611 19.4867
0.042 59.7706 16.7903
0.0462 51.0369 14.0664
0.0504 41.9955 11.3258
0.0546 33.0778 8.70211
0.0588 25.137 6.42336
0.063 17.0989 4.23508
0.0672 10.6043 2.53091
0.0714 5.17714 1.18583
0.0756 1.17645 0.257348
0.0798 0 0
0.084 0 0
0.0882 0 0
0.0924 0 0
0.0966 0 0
0.1008 0 0
0.105 0 0
0.1092 0 0
0.1134 0 0
0.1176 0 0
0.1218 0 0
0.126 0 0
0.1302 0 0
0.1344 0 0
0.1386 0 0
0.1428 0 0
0.147 0 0
0.1512 0 0
0.1554 0 0
0.1596 0 0
0.1638 0 0
0.168 0 0
0.1722 0 0
0.1764 0 0
0.1806 0 0
0.1848 0 0
0.189 0 0
0.1932 0 0
0.1974 0 0
0.2016 0 0
0.2058 0 0
0.21 -nan -nan
