#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.019 0 0
0.038 0 0
0.057 0 0
0.076 0 0
0.095 0 0
0.114 0 0
0.133 0 0
0.152 0 0
0.171 0 0
0.19 0.0104534 0.0539422
0.209 0.0529938 0.265627
0.228 0.118327 0.57594
0.247 0.211091 0.997928
0.266 0.336877 1.54806
0.285 0.484874 2.1628
0.304 0.663081 2.86963
0.323 0.877467 3.68387
0.342 1.11377 4.53084
0.361 1.36937 5.39245
0.38 1.6171 6.15457
0.399 1.77314 6.5018
0.418 1.77578 6.25034
0.437 1.65036 5.55982
0.456 1.45357 4.67852
0.475 1.20045 3.68452
0.494 0.915821 2.67582
0.513 0.618159 1.71606
0.532 0.329178 0.866287
0.551 0.0845597 0.21032
0.57 0 0
0.589 0 0
0.608 0 0
0.627 0 0
0.646 0 0
0.665 0 0
0.684 0 0
0.703 0 0
0.722 0 0
0.741 0 0
0.76 0 0
0.779 0 0
0.798 0 0
0.817 0 0
0.836 0 0
0.855 0 0
0.874 0 0
0.893 0 0
0.912 0 0
0.931 0 0
0.95 -nan -nan
