#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.004 18.1852 5.098
0.008 35.1453 9.83362
0.012 51.8219 14.4087
0.016 65.9292 18.1991
0.02 76.4585 20.9226
0.024 81.5376 22.1071
0.028 81.2719 21.8074
0.032 77.4826 20.5286
0.036 70.7248 18.4609
0.04 61.3999 15.7681
0.044 52.1652 13.1353
0.048 42.7805 10.5309
0.052 32.9691 7.9164
0.056 24.8733 5.79181
0.06 16.7935 3.78362
0.064 9.66649 2.09832
0.068 4.40415 0.914888
0.072 0.568949 0.112668
0.076 0 0
0.08 0 0
0.084 0 0
0.088 0 0
0.092 0 0
0.096 0 0
0.1 0 0
0.104 0 0
0.108 0 0
0.112 0 0
0.116 0 0
0.12 0 0
0.124 0 0
0.128 0 0
0.132 0 0
0.136 0 0
0.14 0 0
0.144 0 0
0.148 0 0
0.152 0 0
0.156 0 0
0.16 0 0
0.164 0 0
0.168 0 0
0.172 0 0
0.176 0 0
0.18 0 0
0.184 0 0
0.188 0 0
0.192 0 0
0.196 0 0
0.2 -nan -nan
