#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0046 19.1536 6.94996
0.0092 38.8851 14.0456
0.0138 56.4452 20.2952
0.0184 73.6496 26.276
0.023 86.9691 30.7589
0.0276 95.7072 33.5054
0.0322 98.2752 34.0168
0.0368 93.7343 32.0584
0.0414 85.1802 28.7468
0.046 75.5153 25.0855
0.0506 64.976 21.194
0.0552 54.1587 17.2982
0.0598 43.8956 13.6823
0.0644 33.2441 10.0884
0.069 23.6767 6.96701
0.0736 15.1397 4.30389
0.0782 7.41466 2.02999
0.0828 1.83287 0.480876
0.0874 0 0
0.092 0 0
0.0966 0 0
0.1012 0 0
0.1058 0 0
0.1104 0 0
0.115 0 0
0.1196 0 0
0.1242 0 0
0.1288 0 0
0.1334 0 0
0.138 0 0
0.1426 0 0
0.1472 0 0
0.1518 0 0
0.1564 0 0
0.161 0 0
0.1656 0 0
0.1702 0 0
0.1748 0 0
0.1794 0 0
0.184 0 0
0.1886 0 0
0.1932 0 0
0.1978 0 0
0.2024 0 0
0.207 0 0
0.2116 0 0
0.2162 0 0
0.2208 0 0
0.2254 0 0
0.23 -nan -nan
