#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0186 0 0 0 0 0
0.0372 0 0 0 0 0
0.0558 0 0 0 0 0
0.0744 0 0 0 0 0
0.093 0 0 0 0 0
0.1116 0 0 0 0 0
0.1302 0 0 0 0 0
0.1488 0 0 0 0 0
0.1674 0 0 0 0 0
0.186 0.016433 0.00659123 0.000704179 0.449386 -0.448637
0.2046 0.0549717 0.0242506 0.00281086 1.40284 -1.40044
0.2232 0.115185 0.0554277 0.00694037 2.77061 -2.76582
0.2418 0.194353 0.101309 0.0136415 4.41369 -4.406
0.2604 0.302602 0.16986 0.0244993 6.55883 -6.54753
0.279 0.435887 0.262146 0.0403444 9.06429 -9.04903
0.2976 0.590626 0.378881 0.0619959 11.8118 -11.7925
0.3162 0.768535 0.52382 0.0908381 14.8501 -14.8271
0.3348 0.9653 0.696645 0.127658 18.0984 -18.0721
0.3534 1.16605 0.888303 0.171544 21.2612 -21.2328
0.372 1.34323 1.07717 0.21867 23.8219 -23.7929
0.3906 1.43053 1.20458 0.256448 24.522 -24.4947
0.4092 1.39805 1.23331 0.274764 23.0116 -22.9878
0.4278 1.28126 1.18169 0.274973 20.2406 -20.2211
0.4464 1.10554 1.06401 0.258157 16.7991 -16.7843
0.465 0.892431 0.894746 0.226001 13.0983 -13.0879
0.4836 0.652353 0.680266 0.178618 9.27862 -9.27219
0.5022 0.408756 0.442692 0.12067 5.65999 -5.65666
0.5208 0.191584 0.215208 0.0608242 2.60037 -2.59914
0.5394 0.0377026 0.0438741 0.0128433 0.507913 -0.507746
0.558 0 0 0 0 0
0.5766 0 0 0 0 0
0.5952 0 0 0 0 0
0.6138 0 0 0 0 0
0.6324 0 0 0 0 0
0.651 0 0 0 0 0
0.6696 0 0 0 0 0
0.6882 0 0 0 0 0
0.7068 0 0 0 0 0
0.7254 0 0 0 0 0
0.744 0 0 0 0 0
0.7626 0 0 0 0 0
0.7812 0 0 0 0 0
0.7998 0 0 0 0 0
0.8184 0 0 0 0 0
0.837 0 0 0 0 0
0.8556 0 0 0 0 0
0.8742 0 0 0 0 0
0.8928 0 0 0 0 0
0.9114 0 0 0 0 0
0.93 -nan -nan -nan -nan -nan
