#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0182 0 0
0.0364 0 0
0.0546 0 0
0.0728 0 0
0.091 0 0
0.1092 0 0
0.1274 0 0
0.1456 0 0
0.1638 0.00652799 0.0315353
0.182 0.0523533 0.246327
0.2002 0.122506 0.560599
0.2184 0.232839 1.03833
0.2366 0.37108 1.61108
0.2548 0.532375 2.24688
0.273 0.743466 3.05266
0.2912 0.982609 3.92047
0.3094 1.24997 4.84129
0.3276 1.53814 5.77677
0.3458 1.83316 6.66793
0.364 2.06261 7.24853
0.3822 2.13301 7.21709
0.4004 2.02823 6.58524
0.4186 1.82532 5.6754
0.4368 1.56109 4.64054
0.455 1.24676 3.53653
0.4732 0.90259 2.43802
0.4914 0.554813 1.42387
0.5096 0.245209 0.596655
0.5278 0.0216636 0.0498612
0.546 0 0
0.5642 0 0
0.5824 0 0
0.6006 0 0
0.6188 0 0
0.637 0 0
0.6552 0 0
0.6734 0 0
0.6916 0 0
0.7098 0 0
0.728 0 0
0.7462 0 0
0.7644 0 0
0.7826 0 0
0.8008 0 0
0.819 0 0
0.8372 0 0
0.8554 0 0
0.8736 0 0
0.8918 0 0
0.91 -nan -nan
