#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0066 5.89713 0.246627 0.271012 32.6853 -28.2956
0.0132 11.5089 0.962631 0.543204 63.6329 -55.0717
0.0198 17.2924 2.16991 0.855258 95.5447 -82.6676
0.0264 22.3852 3.74564 1.17483 123.252 -106.585
0.033 27.1747 5.6847 1.53298 149.057 -128.818
0.0396 31.1432 7.81898 1.90498 169.884 -146.695
0.0462 34.3829 10.0727 2.29593 186.275 -160.688
0.0528 36.5857 12.2512 2.67933 196.593 -169.387
0.0594 37.0399 13.9556 2.98183 196.997 -169.496
0.066 35.626 14.9161 3.15578 187.141 -160.751
0.0726 32.878 15.144 3.20593 170.33 -146.04
0.0792 29.4272 14.7894 3.15878 150.261 -128.574
0.0858 25.6128 13.9488 3.02506 128.873 -110.035
0.0924 21.6753 12.7171 2.81415 107.473 -91.5538
0.099 17.6382 11.0927 2.51357 86.1611 -73.2188
0.1056 13.4479 9.02586 2.09915 64.6552 -54.7971
0.1122 9.77236 6.97377 1.66873 46.3018 -39.1342
0.1188 6.36034 4.80971 1.18556 29.6822 -25.0131
0.1254 3.3085 2.64323 0.671647 15.1949 -12.7637
0.132 1.06467 0.896333 0.235014 4.81693 -4.03267
0.1386 0 0 0 0 0
0.1452 0 0 0 0 0
0.1518 0 0 0 0 0
0.1584 0 0 0 0 0
0.165 0 0 0 0 0
0.1716 0 0 0 0 0
0.1782 0 0 0 0 0
0.1848 0 0 0 0 0
0.1914 0 0 0 0 0
0.198 0 0 0 0 0
0.2046 0 0 0 0 0
0.2112 0 0 0 0 0
0.2178 0 0 0 0 0
0.2244 0 0 0 0 0
0.231 0 0 0 0 0
0.2376 0 0 0 0 0
0.2442 0 0 0 0 0
0.2508 0 0 0 0 0
0.2574 0 0 0 0 0
0.264 0 0 0 0 0
0.2706 0 0 0 0 0
0.2772 0 0 0 0 0
0.2838 0 0 0 0 0
0.2904 0 0 0 0 0
0.297 0 0 0 0 0
0.3036 0 0 0 0 0
0.3102 0 0 0 0 0
0.3168 0 0 0 0 0
0.3234 0 0 0 0 0
0.33 -nan -nan -nan -nan -nan
