#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0194 0 0
0.0388 0 0
0.0582 0 0
0.0776 0 0
0.097 0 0
0.1164 0 0
0.1358 0 0
0.1552 0 0
0.1746 0 0
0.194 0 0
0.2134 0.0241306 0.126845
0.2328 0.0934607 0.476593
0.2522 0.201178 0.995963
0.2716 0.339552 1.63067
0.291 0.506268 2.35585
0.3104 0.728062 3.28687
0.3298 0.980833 4.29089
0.3492 1.26698 5.36663
0.3686 1.57807 6.46578
0.388 1.89845 7.51572
0.4074 2.14519 8.18481
0.4268 2.2145 8.11343
0.4462 2.09552 7.34755
0.4656 1.87338 6.2747
0.485 1.5769 5.03689
0.5044 1.22584 3.72744
0.5238 0.844359 2.43946
0.5432 0.463642 1.27007
0.5626 0.132642 0.343756
0.582 0 0
0.6014 0 0
0.6208 0 0
0.6402 0 0
0.6596 0 0
0.679 0 0
0.6984 0 0
0.7178 0 0
0.7372 0 0
0.7566 0 0
0.776 0 0
0.7954 0 0
0.8148 0 0
0.8342 0 0
0.8536 0 0
0.873 0 0
0.8924 0 0
0.9118 0 0
0.9312 0 0
0.9506 0 0
0.97 -nan -nan
