#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.018 0 0
0.036 0 0
0.054 0 0
0.072 0 0
0.09 0 0
0.108 0 0
0.126 0 0
0.144 0 0
0.162 0.0154361 0.0728517
0.18 0.0701914 0.322731
0.198 0.152454 0.682577
0.216 0.267897 1.16801
0.234 0.422503 1.7948
0.252 0.601447 2.48555
0.27 0.820008 3.29586
0.288 1.07729 4.20913
0.306 1.36041 5.16109
0.324 1.66356 6.12118
0.342 1.96633 7.00793
0.36 2.18021 7.50566
0.378 2.22154 7.36227
0.396 2.09091 6.64959
0.414 1.8702 5.6969
0.432 1.58483 4.61593
0.45 1.25346 3.48417
0.468 0.896394 2.37305
0.486 0.539581 1.35737
0.504 0.224954 0.536559
0.522 0.00967873 0.0218297
0.54 0 0
0.558 0 0
0.576 0 0
0.594 0 0
0.612 0 0
0.63 0 0
0.648 0 0
0.666 0 0
0.684 0 0
0.702 0 0
0.72 0 0
0.738 0 0
0.756 0 0
0.774 0 0
0.792 0 0
0.81 0 0
0.828 0 0
0.846 0 0
0.864 0 0
0.882 0 0
0.9 -nan -nan
