#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.001 50.1551 1.68842
0.002 85.7886 3.03526
0.003 104.782 3.94128
0.004 113.428 4.48483
0.005 117.396 4.75762
0.006 114.465 4.73104
0.007 112.79 4.55157
0.008 103.63 4.11978
0.009 94.9249 3.56837
0.01 85.1335 2.94299
0.011 68.2948 2.16944
0.012 55.5467 1.48312
0.013 34.0607 0.764667
0.014 12.3127 0.229675
0.015 0.450796 0.00624391
0.016 0 0
0.017 0 0
0.018 0 0
0.019 0 0
0.02 0 0
0.021 0 0
0.022 0 0
0.023 0 0
0.024 0 0
0.025 0 0
0.026 0 0
0.027 0 0
0.028 0 0
0.029 0 0
0.03 0 0
0.031 0 0
0.032 0 0
0.033 0 0
0.034 0 0
0.035 0 0
0.036 0 0
0.037 0 0
0.038 0 0
0.039 0 0
0.04 0 0
0.041 0 0
0.042 0 0
0.043 0 0
0.044 0 0
0.045 0 0
0.046 0 0
0.047 0 0
0.048 0 0
0.049 0 0
0.05 -nan -nan
