#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0034 16.7096 3.81281
0.0068 33.4222 7.57652
0.0102 50.1408 11.242
0.0136 66.8683 14.7601
0.017 83.6077 18.0814
0.0204 100.362 21.1565
0.0238 117.134 23.9358
0.0272 119.144 23.7788
0.0306 111.795 21.8549
0.034 102.239 19.503
0.0374 90.3414 16.7487
0.0408 75.947 13.6253
0.0442 58.8761 10.174
0.0476 38.9208 6.44541
0.051 15.8417 2.50008
0.0544 0 0
0.0578 0 0
0.0612 0 0
0.0646 0 0
0.068 0 0
0.0714 0 0
0.0748 0 0
0.0782 0 0
0.0816 0 0
0.085 0 0
0.0884 0 0
0.0918 0 0
0.0952 0 0
0.0986 0 0
0.102 0 0
0.1054 0 0
0.1088 0 0
0.1122 0 0
0.1156 0 0
0.119 0 0
0.1224 0 0
0.1258 0 0
0.1292 0 0
0.1326 0 0
0.136 0 0
0.1394 0 0
0.1428 0 0
0.1462 0 0
0.1496 0 0
0.153 0 0
0.1564 0 0
0.1598 0 0
0.1632 0 0
0.1666 0 0
0.17 -nan -nan
