#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0174 0 0 0 0 0
0.0348 0 0 0 0 0
0.0522 0 0 0 0 0
0.0696 0 0 0 0 0
0.087 0 0 0 0 0
0.1044 0 0 0 0 0
0.1218 0 0 0 0 0
0.1392 0 0 0 0 0
0.1566 0 0 0 0 0
0.174 0.00584381 0.00234567 0.000254928 0.148469 -0.148403
0.1914 0.230963 0.101957 0.011973 5.42687 -5.42377
0.2088 0.473884 0.228174 0.02886 10.3807 -10.3736
0.2262 0.728721 0.38007 0.0515933 14.9843 -14.9723
0.2436 0.989122 0.555516 0.0806433 19.2053 -19.1882
0.261 1.24815 0.75101 0.116188 23.0043 -22.9821
0.2784 1.49813 0.961472 0.158009 26.3336 -26.3065
0.2958 1.73052 1.18 0.205374 29.1357 -29.1043
0.3132 1.93578 1.39759 0.256892 31.3421 -31.3074
0.3306 2.10317 1.60282 0.310345 32.8712 -32.8343
0.348 2.22064 1.78147 0.362495 33.6263 -33.5887
0.3654 2.27471 1.91619 0.408864 33.4927 -33.4559
0.3828 2.25034 1.98607 0.443492 32.3349 -32.3006
0.4002 2.13091 1.96633 0.45867 29.9925 -29.9622
0.4176 1.89832 1.82809 0.444691 26.2757 -26.2507
0.435 1.53323 1.53827 0.389612 20.9593 -20.9409
0.4524 1.01564 1.05995 0.279127 13.7766 -13.7655
0.4698 0.325914 0.3533 0.096607 4.41023 -4.40696
0.4872 0 0 0 0 0
0.5046 0 0 0 0 0
0.522 0 0 0 0 0
0.5394 0 0 0 0 0
0.5568 0 0 0 0 0
0.5742 0 0 0 0 0
0.5916 0 0 0 0 0
0.609 0 0 0 0 0
0.6264 0 0 0 0 0
0.6438 0 0 0 0 0
0.6612 0 0 0 0 0
0.6786 0 0 0 0 0
0.696 0 0 0 0 0
0.7134 0 0 0 0 0
0.7308 0 0 0 0 0
0.7482 0 0 0 0 0
0.7656 0 0 0 0 0
0.783 0 0 0 0 0
0.8004 0 0 0 0 0
0.8178 0 0 0 0 0
0.8352 0 0 0 0 0
0.8526 0 0 0 0 0
0.87 -nan -nan -nan -nan -nan
