#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0026 17.8681 2.78353
0.0052 35.738 5.51828
0.0078 53.6118 8.15544
0.0104 71.4914 10.6462
0.013 89.3786 12.9415
0.0156 107.275 14.9926
0.0182 125.184 16.7502
0.0208 143.105 18.1653
0.0234 141.218 17.2082
0.026 124.926 14.714
0.0286 105.357 11.9236
0.0312 82.3018 8.89156
0.0338 55.5159 5.68385
0.0364 24.719 2.37853
0.039 0 0
0.0416 0 0
0.0442 0 0
0.0468 0 0
0.0494 0 0
0.052 0 0
0.0546 0 0
0.0572 0 0
0.0598 0 0
0.0624 0 0
0.065 0 0
0.0676 0 0
0.0702 0 0
0.0728 0 0
0.0754 0 0
0.078 0 0
0.0806 0 0
0.0832 0 0
0.0858 0 0
0.0884 0 0
0.091 0 0
0.0936 0 0
0.0962 0 0
0.0988 0 0
0.1014 0 0
0.104 0 0
0.1066 0 0
0.1092 0 0
0.1118 0 0
0.1144 0 0
0.117 0 0
0.1196 0 0
0.1222 0 0
0.1248 0 0
0.1274 0 0
0.13 -nan -nan
