#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0166 0 0 0 0 0
0.0332 0 0 0 0 0
0.0498 0 0 0 0 0
0.0664 0 0 0 0 0
0.083 0 0 0 0 0
0.0996 0 0 0 0 0
0.1162 0 0 0 0 0
0.1328 0 0 0 0 0
0.1494 0 0 0 0 0
0.166 0.139736 0.0561068 0.00614177 3.11887 -3.1183
0.1826 0.367537 0.162302 0.0191842 7.6768 -7.67414
0.1992 0.605479 0.291641 0.0371041 11.9084 -11.9024
0.2158 0.847923 0.442406 0.0603709 15.7878 -15.7775
0.2324 1.08878 0.611722 0.0892215 19.2836 -19.2685
0.249 1.32139 0.795397 0.123578 22.3575 -22.3373
0.2656 1.53843 0.987743 0.162953 24.9639 -24.9386
0.2822 1.73177 1.18135 0.206334 27.0484 -27.0185
0.2988 1.89234 1.36682 0.252053 28.5467 -28.5128
0.3154 2.01006 1.53254 0.297633 29.3829 -29.346
0.332 2.07365 1.66432 0.339613 29.4677 -29.429
0.3486 2.07061 1.74509 0.373349 28.696 -28.6571
0.3652 1.9871 1.75462 0.392804 26.9446 -26.9072
0.3818 1.80801 1.66925 0.39032 24.0685 -24.0345
0.3984 1.51701 1.4617 0.356402 19.8974 -19.8689
0.415 1.09689 1.10115 0.27954 14.231 -14.2103
0.4316 0.530141 0.553614 0.14612 6.83309 -6.8229
0.4482 0 0 0 0 0
0.4648 0 0 0 0 0
0.4814 0 0 0 0 0
0.498 0 0 0 0 0
0.5146 0 0 0 0 0
0.5312 0 0 0 0 0
0.5478 0 0 0 0 0
0.5644 0 0 0 0 0
0.581 0 0 0 0 0
0.5976 0 0 0 0 0
0.6142 0 0 0 0 0
0.6308 0 0 0 0 0
0.6474 0 0 0 0 0
0.664 0 0 0 0 0
0.6806 0 0 0 0 0
0.6972 0 0 0 0 0
0.7138 0 0 0 0 0
0.7304 0 0 0 0 0
0.747 0 0 0 0 0
0.7636 0 0 0 0 0
0.7802 0 0 0 0 0
0.7968 0 0 0 0 0
0.8134 0 0 0 0 0
0.83 -nan -nan -nan -nan -nan
