#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.009 1.91628 2.48559
0.018 3.64857 4.71927
0.027 5.35146 6.89108
0.036 6.9985 8.95624
0.045 8.87476 11.2714
0.054 10.9176 13.741
0.063 13.0085 16.2003
0.072 15.1804 18.6776
0.081 17.3326 21.0361
0.09 19.2855 23.0503
0.099 20.5611 24.1575
0.108 20.7551 23.9258
0.117 19.7894 22.3388
0.126 18.1086 19.9789
0.135 16.1064 17.335
0.144 13.8416 14.5039
0.153 11.3778 11.583
0.162 9.00953 8.89185
0.171 6.69234 6.38827
0.18 4.39816 4.05031
0.189 2.38168 2.11037
0.198 0.866256 0.736447
0.207 0 0
0.216 0 0
0.225 0 0
0.234 0 0
0.243 0 0
0.252 0 0
0.261 0 0
0.27 0 0
0.279 0 0
0.288 0 0
0.297 0 0
0.306 0 0
0.315 0 0
0.324 0 0
0.333 0 0
0.342 0 0
0.351 0 0
0.36 0 0
0.369 0 0
0.378 0 0
0.387 0 0
0.396 0 0
0.405 0 0
0.414 0 0
0.423 0 0
0.432 0 0
0.441 0 0
0.45 -nan -nan
