#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0114 0 0 0 0 0
0.0228 0.204148 0.0164999 0.00243169 2.46613 -2.43248
0.0342 0.611843 0.0741579 0.00836471 7.18864 -7.08766
0.0456 1.20883 0.195318 0.0197248 13.8831 -13.683
0.057 1.89091 0.38184 0.0373839 21.1854 -20.8711
0.0684 2.78367 0.674467 0.067081 30.5585 -30.0931
0.0798 3.77483 1.06696 0.110431 40.6107 -39.9753
0.0912 4.8771 1.57535 0.17189 51.4519 -50.6246
0.1026 6.13604 2.2297 0.258246 63.6318 -62.5815
0.114 7.44045 3.0041 0.370212 75.8463 -74.5601
0.1254 8.78558 3.90202 0.511877 88.1 -86.5646
0.1368 10.098 4.89287 0.682663 99.6494 -97.8632
0.1482 11.2624 5.91228 0.875938 109.361 -107.342
0.1596 11.901 6.72853 1.05619 113.385 -111.223
0.171 11.8464 7.17645 1.19077 110.389 -108.206
0.1824 11.1211 7.18649 1.25767 101.068 -98.9885
0.1938 10.0484 6.89966 1.27109 89.0499 -87.1417
0.2052 8.72415 6.34337 1.2279 75.4063 -73.7219
0.2166 7.27277 5.58263 1.13349 61.3736 -59.9441
0.228 5.75142 4.64803 0.988228 47.4359 -46.2835
0.2394 4.18392 3.5511 0.789305 33.7347 -32.8788
0.2508 2.63861 2.34677 0.54446 20.7978 -20.2459
0.2622 1.34385 1.24997 0.30231 10.3923 -10.1041
0.2736 0.323339 0.313954 0.0790457 2.45422 -2.38297
0.285 0 0 0 0 0
0.2964 0 0 0 0 0
0.3078 0 0 0 0 0
0.3192 0 0 0 0 0
0.3306 0 0 0 0 0
0.342 0 0 0 0 0
0.3534 0 0 0 0 0
0.3648 0 0 0 0 0
0.3762 0 0 0 0 0
0.3876 0 0 0 0 0
0.399 0 0 0 0 0
0.4104 0 0 0 0 0
0.4218 0 0 0 0 0
0.4332 0 0 0 0 0
0.4446 0 0 0 0 0
0.456 0 0 0 0 0
0.4674 0 0 0 0 0
0.4788 0 0 0 0 0
0.4902 0 0 0 0 0
0.5016 0 0 0 0 0
0.513 0 0 0 0 0
0.5244 0 0 0 0 0
0.5358 0 0 0 0 0
0.5472 0 0 0 0 0
0.5586 0 0 0 0 0
0.57 -nan -nan -nan -nan -nan
