#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0174 0 0
0.0348 0 0
0.0522 0 0
0.0696 0 0
0.087 0 0
0.1044 0 0
0.1218 0 0
0.1392 0 0
0.1566 0.0481664 0.212193
0.174 0.158498 0.680842
0.1914 0.328741 1.37827
0.2088 0.5395 2.20511
0.2262 0.793527 3.15882
0.2436 1.12015 4.34494
0.261 1.48481 5.60475
0.2784 1.89525 6.95587
0.2958 2.34634 8.36533
0.3132 2.80864 9.71491
0.3306 3.21869 10.7818
0.348 3.41577 11.0464
0.3654 3.33124 10.3665
0.3828 3.05874 9.13834
0.4002 2.66138 7.61908
0.4176 2.1806 5.97119
0.435 1.65554 4.32881
0.4524 1.11232 2.77176
0.4698 0.585832 1.38803
0.4872 0.138477 0.311101
0.5046 0 0
0.522 0 0
0.5394 0 0
0.5568 0 0
0.5742 0 0
0.5916 0 0
0.609 0 0
0.6264 0 0
0.6438 0 0
0.6612 0 0
0.6786 0 0
0.696 0 0
0.7134 0 0
0.7308 0 0
0.7482 0 0
0.7656 0 0
0.783 0 0
0.8004 0 0
0.8178 0 0
0.8352 0 0
0.8526 0 0
0.87 -nan -nan
