#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0188 0 0 0 0 0
0.0376 0 0 0 0 0
0.0564 0 0 0 0 0
0.0752 0 0 0 0 0
0.094 0 0 0 0 0
0.1128 0 0 0 0 0
0.1316 0 0 0 0 0
0.1504 0 0 0 0 0
0.1692 0 0 0 0 0
0.188 0.0110539 0.00443352 0.000473268 0.313541 -0.312959
0.2068 0.0437506 0.0192996 0.002235 1.15271 -1.15053
0.2256 0.0959001 0.0461449 0.00577259 2.36946 -2.36493
0.2444 0.166263 0.0866607 0.0116582 3.86164 -3.8542
0.2632 0.267891 0.150366 0.0216716 5.94749 -5.93624
0.282 0.389373 0.234156 0.036011 8.26944 -8.25416
0.3008 0.532329 0.34146 0.0558351 10.8494 -10.83
0.3196 0.700425 0.477363 0.0827313 13.7836 -13.7601
0.3384 0.88733 0.640327 0.117272 16.9297 -16.9027
0.3572 1.08149 0.823816 0.159008 20.058 -20.0285
0.376 1.26058 1.01081 0.205102 22.7483 -22.7179
0.3948 1.36149 1.14635 0.243949 23.7645 -23.7356
0.4136 1.34811 1.18916 0.264827 22.6035 -22.5783
0.4324 1.24656 1.1496 0.267409 20.048 -20.0274
0.4512 1.08466 1.04382 0.253172 16.7665 -16.7508
0.47 0.880182 0.882388 0.222803 13.1193 -13.1085
0.4888 0.654215 0.682147 0.179054 9.45111 -9.44444
0.5076 0.424332 0.45952 0.12522 5.97603 -5.97261
0.5264 0.210148 0.236039 0.0666921 2.9008 -2.89955
0.5452 0.0476082 0.0553947 0.0162102 0.649255 -0.649072
0.564 0 0 0 0 0
0.5828 0 0 0 0 0
0.6016 0 0 0 0 0
0.6204 0 0 0 0 0
0.6392 0 0 0 0 0
0.658 0 0 0 0 0
0.6768 0 0 0 0 0
0.6956 0 0 0 0 0
0.7144 0 0 0 0 0
0.7332 0 0 0 0 0
0.752 0 0 0 0 0
0.7708 0 0 0 0 0
0.7896 0 0 0 0 0
0.8084 0 0 0 0 0
0.8272 0 0 0 0 0
0.846 0 0 0 0 0
0.8648 0 0 0 0 0
0.8836 0 0 0 0 0
0.9024 0 0 0 0 0
0.9212 0 0 0 0 0
0.94 -nan -nan -nan -nan -nan
