#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0118 0 0
0.0236 0.0928378 0.205559
0.0354 0.480618 1.05534
0.0472 1.03506 2.25124
0.059 1.75396 3.77445
0.0708 2.66705 5.67521
0.0826 3.6285 7.6213
0.0944 4.86713 10.0868
0.1062 6.1455 12.5463
0.118 7.51346 15.0909
0.1298 9.0095 17.7826
0.1416 10.5212 20.3778
0.1534 11.9391 22.6557
0.1652 12.9649 24.0575
0.177 13.2395 23.9686
0.1888 12.6759 22.337
0.2006 11.6062 19.8676
0.2124 10.2561 17.0236
0.2242 8.70473 13.983
0.236 7.01624 10.8852
0.2478 5.22092 7.80505
0.2596 3.57802 5.14423
0.2714 2.05269 2.83124
0.2832 0.741749 0.97879
0.295 0 0
0.3068 0 0
0.3186 0 0
0.3304 0 0
0.3422 0 0
0.354 0 0
0.3658 0 0
0.3776 0 0
0.3894 0 0
0.4012 0 0
0.413 0 0
0.4248 0 0
0.4366 0 0
0.4484 0 0
0.4602 0 0
0.472 0 0
0.4838 0 0
0.4956 0 0
0.5074 0 0
0.5192 0 0
0.531 0 0
0.5428 0 0
0.5546 0 0
0.5664 0 0
0.5782 0 0
0.59 -nan -nan
