#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0204 0 0
0.0408 0 0
0.0612 0 0
0.0816 0 0
0.102 0 0
0.1224 0 0
0.1428 0 0
0.1632 0 0
0.1836 0 0
0.204 0 0
0.2244 0.000830258 0.0048569
0.2448 0.0217583 0.12297
0.2652 0.0642258 0.351293
0.2856 0.12947 0.686175
0.306 0.213981 1.09796
0.3264 0.3168 1.57202
0.3468 0.453367 2.17836
0.3672 0.611575 2.84242
0.3876 0.791009 3.55301
0.408 0.987291 4.28191
0.4284 1.18478 4.9548
0.4488 1.31748 5.29567
0.4692 1.32936 5.11517
0.4896 1.23738 4.54379
0.51 1.08495 3.79513
0.5304 0.884841 2.9427
0.5508 0.658495 2.07853
0.5712 0.422765 1.26424
0.5916 0.197405 0.557901
0.612 0.0342042 0.0912759
0.6324 0 0
0.6528 0 0
0.6732 0 0
0.6936 0 0
0.714 0 0
0.7344 0 0
0.7548 0 0
0.7752 0 0
0.7956 0 0
0.816 0 0
0.8364 0 0
0.8568 0 0
0.8772 0 0
0.8976 0 0
0.918 0 0
0.9384 0 0
0.9588 0 0
0.9792 0 0
0.9996 0 0
1.02 -nan -nan
