#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0012 46.2569 3.8977 51.2246 147.994 -34.199
0.0024 81.0485 13.6149 89.4096 257.943 -59.5437
0.0036 101.633 25.4913 111.559 320.931 -73.9661
0.0048 110.361 36.7001 120.483 345.06 -79.364
0.006 115.536 47.7973 125.84 357.818 -82.1268
0.0072 114.421 56.5071 124.416 350.539 -80.2616
0.0084 111.138 63.7422 120.975 336.848 -76.9349
0.0096 103.739 67.6713 113.148 310.723 -70.77
0.0108 95.8893 70.1043 105.154 284.004 -64.5049
0.012 86.1808 69.7599 95.1949 252.281 -57.1305
0.0132 71.3401 63.2636 79.3997 206.097 -46.5165
0.0144 56.5441 54.5266 63.5961 161.265 -36.2753
0.0156 33.5824 34.9018 38.0736 94.2247 -21.1079
0.0168 14.8515 16.5375 16.995 40.9621 -9.1361
0.018 1.67403 1.9856 1.93313 4.53024 -1.00553
0.0192 0 0 0 0 0
0.0204 0 0 0 0 0
0.0216 0 0 0 0 0
0.0228 0 0 0 0 0
0.024 0 0 0 0 0
0.0252 0 0 0 0 0
0.0264 0 0 0 0 0
0.0276 0 0 0 0 0
0.0288 0 0 0 0 0
0.03 0 0 0 0 0
0.0312 0 0 0 0 0
0.0324 0 0 0 0 0
0.0336 0 0 0 0 0
0.0348 0 0 0 0 0
0.036 0 0 0 0 0
0.0372 0 0 0 0 0
0.0384 0 0 0 0 0
0.0396 0 0 0 0 0
0.0408 0 0 0 0 0
0.042 0 0 0 0 0
0.0432 0 0 0 0 0
0.0444 0 0 0 0 0
0.0456 0 0 0 0 0
0.0468 0 0 0 0 0
0.048 0 0 0 0 0
0.0492 0 0 0 0 0
0.0504 0 0 0 0 0
0.0516 0 0 0 0 0
0.0528 0 0 0 0 0
0.054 0 0 0 0 0
0.0552 0 0 0 0 0
0.0564 0 0 0 0 0
0.0576 0 0 0 0 0
0.0588 0 0 0 0 0
0.06 -nan -nan -nan -nan -nan
