#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0126 0 0
0.0252 0 0
0.0378 0.0745472 0.186885
0.0504 0.385919 0.957185
0.063 0.835725 2.04856
0.0756 1.41465 3.42319
0.0882 2.16405 5.16775
0.1008 2.95273 6.94565
0.1134 3.97132 9.19978
0.126 5.03982 11.48
0.1386 6.18592 13.8377
0.1512 7.42185 16.2855
0.1638 8.682 18.6614
0.1764 9.8511 20.7089
0.189 10.6269 21.8029
0.2016 10.7537 21.4815
0.2142 10.1935 19.7775
0.2268 9.26406 17.4241
0.2394 8.08887 14.7205
0.252 6.77231 11.9026
0.2646 5.37251 9.10112
0.2772 3.91357 6.37553
0.2898 2.46142 3.84661
0.3024 1.2017 1.79747
0.315 0.250537 0.357728
0.3276 0 0
0.3402 0 0
0.3528 0 0
0.3654 0 0
0.378 0 0
0.3906 0 0
0.4032 0 0
0.4158 0 0
0.4284 0 0
0.441 0 0
0.4536 0 0
0.4662 0 0
0.4788 0 0
0.4914 0 0
0.504 0 0
0.5166 0 0
0.5292 0 0
0.5418 0 0
0.5544 0 0
0.567 0 0
0.5796 0 0
0.5922 0 0
0.6048 0 0
0.6174 0 0
0.63 -nan -nan
