#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.015 0 0
0.03 0 0
0.045 0 0
0.06 0 0
0.075 0 0
0.09 0.064752 0.222078
0.105 0.200043 0.674304
0.12 0.390364 1.29241
0.135 0.622733 2.02193
0.15 0.945009 3.01122
0.165 1.2985 4.05338
0.18 1.71696 5.2468
0.195 2.19872 6.57234
0.21 2.71649 7.9325
0.225 3.26152 9.29248
0.24 3.80752 10.5699
0.255 4.25762 11.4938
0.27 4.43754 11.617
0.285 4.29108 10.862
0.3 3.93828 9.61835
0.315 3.45803 8.13309
0.33 2.89358 6.54164
0.345 2.28287 4.95144
0.36 1.64753 3.42092
0.375 1.02084 2.02423
0.39 0.468926 0.885835
0.405 0.0721231 0.129503
0.42 0 0
0.435 0 0
0.45 0 0
0.465 0 0
0.48 0 0
0.495 0 0
0.51 0 0
0.525 0 0
0.54 0 0
0.555 0 0
0.57 0 0
0.585 0 0
0.6 0 0
0.615 0 0
0.63 0 0
0.645 0 0
0.66 0 0
0.675 0 0
0.69 0 0
0.705 0 0
0.72 0 0
0.735 0 0
0.75 -nan -nan
