#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0036 13.0016 0.634814 2.87513 47.4024 -28.7327
0.0072 25.9619 2.53671 5.79769 94.7207 -57.4063
0.0108 38.8395 5.69802 8.81494 141.871 -85.9618
0.0144 51.5921 10.1059 11.9738 188.768 -114.34
0.018 64.1766 15.742 15.3205 235.328 -142.481
0.0216 76.5487 22.5827 18.9007 281.466 -170.326
0.0252 86.0764 29.6928 22.0479 317.016 -191.677
0.0288 82.6213 32.5907 21.8321 302.412 -182.488
0.0324 77.6309 34.4767 21.2407 282.297 -169.98
0.036 71.0348 35.0875 20.1926 256.541 -154.102
0.0396 62.754 34.1384 18.5885 225 -134.801
0.0432 52.6995 31.3202 16.3093 187.516 -112.023
0.0468 40.7719 26.2947 13.2132 143.915 -85.7091
0.0504 26.8589 18.6901 9.13302 94.0076 -55.7986
0.054 10.8343 8.09521 3.87201 37.5845 -22.2276
0.0576 0 0 0 0 0
0.0612 0 0 0 0 0
0.0648 0 0 0 0 0
0.0684 0 0 0 0 0
0.072 0 0 0 0 0
0.0756 0 0 0 0 0
0.0792 0 0 0 0 0
0.0828 0 0 0 0 0
0.0864 0 0 0 0 0
0.09 0 0 0 0 0
0.0936 0 0 0 0 0
0.0972 0 0 0 0 0
0.1008 0 0 0 0 0
0.1044 0 0 0 0 0
0.108 0 0 0 0 0
0.1116 0 0 0 0 0
0.1152 0 0 0 0 0
0.1188 0 0 0 0 0
0.1224 0 0 0 0 0
0.126 0 0 0 0 0
0.1296 0 0 0 0 0
0.1332 0 0 0 0 0
0.1368 0 0 0 0 0
0.1404 0 0 0 0 0
0.144 0 0 0 0 0
0.1476 0 0 0 0 0
0.1512 0 0 0 0 0
0.1548 0 0 0 0 0
0.1584 0 0 0 0 0
0.162 0 0 0 0 0
0.1656 0 0 0 0 0
0.1692 0 0 0 0 0
0.1728 0 0 0 0 0
0.1764 0 0 0 0 0
0.18 -nan -nan -nan -nan -nan
