#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.015 0 0
0.03 0 0
0.045 0 0
0.06 0 0
0.075 0 0
0.09 0 0
0.105 0 0
0.12 0.207635 0.699462
0.135 0.698238 2.30105
0.15 1.17405 3.78231
0.165 1.63189 5.13539
0.18 2.06779 6.3511
0.195 2.47691 7.41876
0.21 2.85327 8.32603
0.225 3.1896 9.05878
0.24 3.47702 9.60086
0.255 3.70471 9.93392
0.27 3.85948 10.0371
0.285 3.92523 9.88706
0.3 3.88229 9.45721
0.315 3.70656 8.71789
0.33 3.36842 7.63585
0.345 2.83135 6.17395
0.36 2.05014 4.29094
0.375 0.968548 1.94111
0.39 0 0
0.405 0 0
0.42 0 0
0.435 0 0
0.45 0 0
0.465 0 0
0.48 0 0
0.495 0 0
0.51 0 0
0.525 0 0
0.54 0 0
0.555 0 0
0.57 0 0
0.585 0 0
0.6 0 0
0.615 0 0
0.63 0 0
0.645 0 0
0.66 0 0
0.675 0 0
0.69 0 0
0.705 0 0
0.72 0 0
0.735 0 0
0.75 -nan -nan
