#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0062 10.4043 6.59505
0.0124 20.7848 13.1393
0.0186 30.4505 19.1713
0.0248 39.9207 24.9816
0.031 48.3874 30.0486
0.0372 55.0073 33.8494
0.0434 59.7603 36.3847
0.0496 61.9454 37.2594
0.0558 61.0968 36.2498
0.062 57.3058 33.4869
0.0682 52.0578 29.9032
0.0744 46.0424 25.9432
0.0806 39.4793 21.773
0.0868 32.4208 17.4622
0.093 26.0227 13.6493
0.0992 19.4721 9.92204
0.1054 12.9965 6.41715
0.1116 7.89903 3.76498
0.1178 3.36858 1.54545
0.124 0.281255 0.123754
0.1302 0 0
0.1364 0 0
0.1426 0 0
0.1488 0 0
0.155 0 0
0.1612 0 0
0.1674 0 0
0.1736 0 0
0.1798 0 0
0.186 0 0
0.1922 0 0
0.1984 0 0
0.2046 0 0
0.2108 0 0
0.217 0 0
0.2232 0 0
0.2294 0 0
0.2356 0 0
0.2418 0 0
0.248 0 0
0.2542 0 0
0.2604 0 0
0.2666 0 0
0.2728 0 0
0.279 0 0
0.2852 0 0
0.2914 0 0
0.2976 0 0
0.3038 0 0
0.31 -nan -nan
