#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.013 0 0 0 0 0
0.026 0 0 0 0 0
0.039 0.0162046 0.00195879 0.000177363 0.248557 -0.247444
0.052 0.133609 0.0215289 0.00180782 1.97583 -1.96635
0.065 0.324409 0.0653284 0.00549908 4.63162 -4.60784
0.078 0.603565 0.145833 0.012823 8.37783 -8.33236
0.091 0.928414 0.261675 0.0244581 12.5019 -12.4299
0.104 1.35409 0.436138 0.0437376 17.7832 -17.6756
0.117 1.83866 0.6662 0.0718579 23.5701 -23.4202
0.13 2.37197 0.954885 0.110731 29.6847 -29.4864
0.143 2.99765 1.32743 0.165264 36.7649 -36.5084
0.156 3.65129 1.76389 0.235145 43.8935 -43.5736
0.169 4.32079 2.26132 0.321884 50.9515 -50.5638
0.182 4.97486 2.80406 0.424956 57.5897 -57.1323
0.195 5.50966 3.32752 0.535327 62.5511 -62.0315
0.208 5.73556 3.69505 0.629168 63.6083 -63.0523
0.221 5.58915 3.82592 0.687601 60.3052 -59.7472
0.234 5.16413 3.74307 0.708329 54.1044 -53.573
0.247 4.59732 3.51759 0.699428 46.8113 -46.3234
0.26 3.91528 3.15369 0.657574 38.7733 -38.3446
0.273 3.15887 2.67196 0.583149 30.4515 -30.0943
0.286 2.35487 2.08706 0.475934 22.1058 -21.8305
0.299 1.59273 1.47605 0.351161 14.6004 -14.4075
0.312 0.91373 0.883835 0.219051 8.20291 -8.08805
0.325 0.344004 0.34672 0.0893956 3.02843 -2.98341
0.338 0.00353798 0.00370996 0.00099387 0.0306323 -0.0301487
0.351 0 0 0 0 0
0.364 0 0 0 0 0
0.377 0 0 0 0 0
0.39 0 0 0 0 0
0.403 0 0 0 0 0
0.416 0 0 0 0 0
0.429 0 0 0 0 0
0.442 0 0 0 0 0
0.455 0 0 0 0 0
0.468 0 0 0 0 0
0.481 0 0 0 0 0
0.494 0 0 0 0 0
0.507 0 0 0 0 0
0.52 0 0 0 0 0
0.533 0 0 0 0 0
0.546 0 0 0 0 0
0.559 0 0 0 0 0
0.572 0 0 0 0 0
0.585 0 0 0 0 0
0.598 0 0 0 0 0
0.611 0 0 0 0 0
0.624 0 0 0 0 0
0.637 0 0 0 0 0
0.65 -nan -nan -nan -nan -nan
