#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0044 12.012 4.13405
0.0088 24.0274 8.22924
0.0132 36.0497 12.2467
0.0176 48.0822 16.1473
0.022 60.1284 19.892
0.0264 69.5452 22.6365
0.0308 69.177 22.2703
0.0352 67.7086 21.5017
0.0396 65.084 20.3319
0.044 61.237 18.7651
0.0484 56.0896 16.8097
0.0528 49.5514 14.4781
0.0572 41.5172 11.7875
0.0616 31.8656 8.76016
0.066 20.4561 5.42448
0.0704 7.12665 1.81542
0.0748 0 0
0.0792 0 0
0.0836 0 0
0.088 0 0
0.0924 0 0
0.0968 0 0
0.1012 0 0
0.1056 0 0
0.11 0 0
0.1144 0 0
0.1188 0 0
0.1232 0 0
0.1276 0 0
0.132 0 0
0.1364 0 0
0.1408 0 0
0.1452 0 0
0.1496 0 0
0.154 0 0
0.1584 0 0
0.1628 0 0
0.1672 0 0
0.1716 0 0
0.176 0 0
0.1804 0 0
0.1848 0 0
0.1892 0 0
0.1936 0 0
0.198 0 0
0.2024 0 0
0.2068 0 0
0.2112 0 0
0.2156 0 0
0.22 -nan -nan
