#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0004 53.272 5.28952 79.0189 167.049 -13.0768
0.0008 90.8833 17.969 134.088 283.284 -22.1504
0.0012 106.751 31.416 155.991 329.28 -25.6953
0.0016 115.158 44.8493 166.944 351.366 -27.3602
0.002 118.388 57.2128 170.537 357.132 -27.7457
0.0024 122.687 70.7502 176.35 366.382 -28.4048
0.0028 110.354 73.4923 157.263 324.306 -25.0607
0.0032 109.75 83.138 156.707 319.17 -24.6082
0.0036 100.515 85.0284 143.327 288.167 -22.1505
0.004 86.1601 80.3773 122.821 243.299 -18.6408
0.0044 80.5656 82.3078 115.551 224.71 -17.1692
0.0048 55.096 60.8295 78.9318 150.799 -11.4748
0.0052 39.8046 47.3962 57.5035 107.438 -8.1494
0.0056 7.40831 9.42485 10.7413 19.6246 -1.48233
0.006 0 0 0 0 0
0.0064 0 0 0 0 0
0.0068 0 0 0 0 0
0.0072 0 0 0 0 0
0.0076 0 0 0 0 0
0.008 0 0 0 0 0
0.0084 0 0 0 0 0
0.0088 0 0 0 0 0
0.0092 0 0 0 0 0
0.0096 0 0 0 0 0
0.01 0 0 0 0 0
0.0104 0 0 0 0 0
0.0108 0 0 0 0 0
0.0112 0 0 0 0 0
0.0116 0 0 0 0 0
0.012 0 0 0 0 0
0.0124 0 0 0 0 0
0.0128 0 0 0 0 0
0.0132 0 0 0 0 0
0.0136 0 0 0 0 0
0.014 0 0 0 0 0
0.0144 0 0 0 0 0
0.0148 0 0 0 0 0
0.0152 0 0 0 0 0
0.0156 0 0 0 0 0
0.016 0 0 0 0 0
0.0164 0 0 0 0 0
0.0168 0 0 0 0 0
0.0172 0 0 0 0 0
0.0176 0 0 0 0 0
0.018 0 0 0 0 0
0.0184 0 0 0 0 0
0.0188 0 0 0 0 0
0.0192 0 0 0 0 0
0.0196 0 0 0 0 0
0.02 -nan -nan -nan -nan -nan
