#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0114 0 0
0.0228 0.273208 0.564179
0.0342 0.803396 1.64595
0.0456 1.5651 3.17944
0.057 2.41281 4.85181
0.0684 3.51605 6.99401
0.0798 4.72531 9.28543
0.0912 6.0596 11.7477
0.1026 7.58871 14.5001
0.114 9.16933 17.2426
0.1254 10.8063 19.9713
0.1368 12.4139 22.5145
0.1482 13.8525 24.6153
0.1596 14.6305 25.4177
0.171 14.5383 24.6392
0.1824 13.6119 22.4543
0.1938 12.2808 19.6815
0.2052 10.6621 16.569
0.2166 8.9073 13.3969
0.228 7.07495 10.2779
0.2394 5.17823 7.24914
0.2508 3.29089 4.42848
0.2622 1.69661 2.18978
0.2736 0.414124 0.511165
0.285 0 0
0.2964 0 0
0.3078 0 0
0.3192 0 0
0.3306 0 0
0.342 0 0
0.3534 0 0
0.3648 0 0
0.3762 0 0
0.3876 0 0
0.399 0 0
0.4104 0 0
0.4218 0 0
0.4332 0 0
0.4446 0 0
0.456 0 0
0.4674 0 0
0.4788 0 0
0.4902 0 0
0.5016 0 0
0.513 0 0
0.5244 0 0
0.5358 0 0
0.5472 0 0
0.5586 0 0
0.57 -nan -nan
