#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0152 0 0 0 0 0
0.0304 0 0 0 0 0
0.0456 0 0 0 0 0
0.0608 0 0 0 0 0
0.076 0 0 0 0 0
0.0912 0.028131 0.00678362 0.000541036 0.557594 -0.55738
0.1064 0.107793 0.0303203 0.00261618 2.03385 -2.03262
0.1216 0.225788 0.072572 0.00680558 4.06872 -4.0654
0.1368 0.391603 0.141585 0.0144321 6.77643 -6.76957
0.152 0.608438 0.244407 0.0270206 10.1755 -10.1634
0.1672 0.854211 0.37742 0.0450776 13.7842 -13.7654
0.1824 1.16681 0.562386 0.0723184 18.3037 -18.2761
0.1976 1.51276 0.789881 0.108926 23.0868 -23.0486
0.2128 1.89053 1.06306 0.156633 28.1158 -28.0652
0.228 2.29317 1.38161 0.216755 33.3037 -33.2395
0.2432 2.69516 1.73212 0.288422 38.2722 -38.1933
0.2584 3.04554 2.07974 0.366448 42.2769 -42.1839
0.2736 3.22099 2.32902 0.432984 43.5079 -43.4042
0.2888 3.16677 2.41709 0.472866 41.4158 -41.3074
0.304 2.93399 2.35736 0.484182 37.074 -36.9669
0.3192 2.6015 2.19484 0.472321 31.8073 -31.7064
0.3344 2.19106 1.93673 0.435849 25.9611 -25.871
0.3496 1.73409 1.60264 0.376515 19.9547 -19.8792
0.3648 1.25354 1.20904 0.296051 14.0355 -13.9777
0.38 0.7807 0.784491 0.199913 8.52094 -8.4828
0.3952 0.368275 0.384947 0.101952 3.9329 -3.91378
0.4104 0.0761967 0.0827327 0.0227455 0.80196 -0.797748
0.4256 0 0 0 0 0
0.4408 0 0 0 0 0
0.456 0 0 0 0 0
0.4712 0 0 0 0 0
0.4864 0 0 0 0 0
0.5016 0 0 0 0 0
0.5168 0 0 0 0 0
0.532 0 0 0 0 0
0.5472 0 0 0 0 0
0.5624 0 0 0 0 0
0.5776 0 0 0 0 0
0.5928 0 0 0 0 0
0.608 0 0 0 0 0
0.6232 0 0 0 0 0
0.6384 0 0 0 0 0
0.6536 0 0 0 0 0
0.6688 0 0 0 0 0
0.684 0 0 0 0 0
0.6992 0 0 0 0 0
0.7144 0 0 0 0 0
0.7296 0 0 0 0 0
0.7448 0 0 0 0 0
0.76 -nan -nan -nan -nan -nan
