#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0192 0 0 0 0 0
0.0384 0 0 0 0 0
0.0576 0 0 0 0 0
0.0768 0 0 0 0 0
0.096 0 0 0 0 0
0.1152 0 0 0 0 0
0.1344 0 0 0 0 0
0.1536 0 0 0 0 0
0.1728 0 0 0 0 0
0.192 0.00240109 0.000962953 0.000102594 0.0728063 -0.0726399
0.2112 0.0247728 0.0109269 0.00126314 0.694221 -0.692618
0.2304 0.062822 0.030225 0.00377373 1.63085 -1.62705
0.2496 0.12491 0.0651001 0.00874526 3.06385 -3.05678
0.2688 0.206662 0.115985 0.0166927 4.80975 -4.79883
0.288 0.30671 0.184422 0.0283232 6.7831 -6.76803
0.3072 0.434922 0.278943 0.0455579 9.23308 -9.21332
0.3264 0.584184 0.398089 0.0689168 11.9511 -11.9267
0.3456 0.750577 0.541568 0.0990827 14.8451 -14.8166
0.3648 0.928154 0.706916 0.136313 17.8092 -17.7776
0.384 1.10341 0.884661 0.179345 20.5948 -20.5616
0.4032 1.22607 1.03219 0.219479 22.1701 -22.1377
0.4224 1.24918 1.10174 0.245184 21.728 -21.6992
0.4416 1.174 1.08253 0.251637 19.5554 -19.5318
0.4608 1.04306 1.00364 0.243271 16.6897 -16.6717
0.48 0.866319 0.868357 0.219127 13.3579 -13.3454
0.4992 0.661969 0.690121 0.18104 9.8823 -9.87463
0.5184 0.447014 0.483999 0.131813 6.49616 -6.49224
0.5376 0.241163 0.270825 0.0764763 3.43177 -3.43033
0.5568 0.0706886 0.082233 0.0240495 0.991221 -0.990993
0.576 0 0 0 0 0
0.5952 0 0 0 0 0
0.6144 0 0 0 0 0
0.6336 0 0 0 0 0
0.6528 0 0 0 0 0
0.672 0 0 0 0 0
0.6912 0 0 0 0 0
0.7104 0 0 0 0 0
0.7296 0 0 0 0 0
0.7488 0 0 0 0 0
0.768 0 0 0 0 0
0.7872 0 0 0 0 0
0.8064 0 0 0 0 0
0.8256 0 0 0 0 0
0.8448 0 0 0 0 0
0.864 0 0 0 0 0
0.8832 0 0 0 0 0
0.9024 0 0 0 0 0
0.9216 0 0 0 0 0
0.9408 0 0 0 0 0
0.96 -nan -nan -nan -nan -nan
