#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.016 0 0
0.032 0 0
0.048 0 0
0.064 0 0
0.08 0 0
0.096 0 0
0.112 0 0
0.128 0 0
0.144 0.262886 0.988518
0.16 0.747192 2.74069
0.176 1.22135 4.36739
0.192 1.68187 5.85933
0.208 2.12443 7.20551
0.224 2.54368 8.39303
0.24 2.93305 9.40682
0.256 3.28443 10.2295
0.272 3.58788 10.8409
0.288 3.83116 11.218
0.304 3.99925 11.3343
0.32 4.07362 11.1598
0.336 4.03141 10.6601
0.352 3.84433 9.79608
0.368 3.47726 8.52365
0.384 2.88643 6.79282
0.4 2.01703 4.54727
0.416 0.80012 1.72376
0.432 0 0
0.448 0 0
0.464 0 0
0.48 0 0
0.496 0 0
0.512 0 0
0.528 0 0
0.544 0 0
0.56 0 0
0.576 0 0
0.592 0 0
0.608 0 0
0.624 0 0
0.64 0 0
0.656 0 0
0.672 0 0
0.688 0 0
0.704 0 0
0.72 0 0
0.736 0 0
0.752 0 0
0.768 0 0
0.784 0 0
0.8 -nan -nan
