#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.004 24.5827 6.88755
0.008 47.6673 13.3256
0.012 70.4214 19.5597
0.016 89.3938 24.6521
0.02 103.848 28.3829
0.024 110.675 29.9653
0.028 110.492 29.5943
0.032 105.252 27.8256
0.036 94.9892 24.7501
0.04 82.4478 21.1291
0.044 69.8932 17.558
0.048 57.0422 14.0052
0.052 43.7049 10.4618
0.056 32.6365 7.57264
0.06 21.4376 4.81096
0.064 11.846 2.55811
0.068 4.56779 0.943575
0.072 0.0505713 0.00995316
0.076 0 0
0.08 0 0
0.084 0 0
0.088 0 0
0.092 0 0
0.096 0 0
0.1 0 0
0.104 0 0
0.108 0 0
0.112 0 0
0.116 0 0
0.12 0 0
0.124 0 0
0.128 0 0
0.132 0 0
0.136 0 0
0.14 0 0
0.144 0 0
0.148 0 0
0.152 0 0
0.156 0 0
0.16 0 0
0.164 0 0
0.168 0 0
0.172 0 0
0.176 0 0
0.18 0 0
0.184 0 0
0.188 0 0
0.192 0 0
0.196 0 0
0.2 -nan -nan
