#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.016 0 0
0.032 0 0
0.048 0 0
0.064 0 0
0.08 0 0
0.096 0 0
0.112 0 0
0.128 0 0
0.144 0.116698 0.43988
0.16 0.500698 1.84092
0.176 0.876408 3.14119
0.192 1.24102 4.33327
0.208 1.59104 5.40833
0.224 1.92217 6.35603
0.24 2.22912 7.1643
0.256 2.50538 7.81918
0.272 2.74294 8.30458
0.288 2.93198 8.60199
0.304 3.06042 8.69026
0.32 3.11338 8.54522
0.336 3.07251 8.13937
0.352 2.91508 7.44145
0.368 2.61291 6.41607
0.384 2.13085 5.02321
0.4 1.42494 3.21776
0.416 0.43983 0.949087
0.432 0 0
0.448 0 0
0.464 0 0
0.48 0 0
0.496 0 0
0.512 0 0
0.528 0 0
0.544 0 0
0.56 0 0
0.576 0 0
0.592 0 0
0.608 0 0
0.624 0 0
0.64 0 0
0.656 0 0
0.672 0 0
0.688 0 0
0.704 0 0
0.72 0 0
0.736 0 0
0.752 0 0
0.768 0 0
0.784 0 0
0.8 -nan -nan
