#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0012 19.7967 1.59248 20.0312 59.5787 -13.6167
0.0024 39.5742 6.36963 40.1735 119.041 -27.2013
0.0036 59.3133 14.3306 60.5382 178.272 -40.7215
0.0048 78.9945 25.4739 81.2363 237.155 -54.1453
0.006 98.5986 39.7976 102.379 295.574 -67.4405
0.0072 118.106 57.299 124.078 353.413 -80.5747
0.0084 137.497 77.9749 146.443 410.556 -93.516
0.0096 156.751 101.821 169.587 466.886 -106.232
0.0108 175.848 128.834 193.62 522.289 -118.69
0.012 194.768 159.008 218.654 576.646 -130.859
0.0132 148.726 133.274 168.83 435.668 -98.5841
0.0144 82.7075 80.5817 94.8408 239.137 -53.9288
0.0156 7.30568 7.68311 8.46833 20.8243 -4.67871
0.0168 0 0 0 0 0
0.018 0 0 0 0 0
0.0192 0 0 0 0 0
0.0204 0 0 0 0 0
0.0216 0 0 0 0 0
0.0228 0 0 0 0 0
0.024 0 0 0 0 0
0.0252 0 0 0 0 0
0.0264 0 0 0 0 0
0.0276 0 0 0 0 0
0.0288 0 0 0 0 0
0.03 0 0 0 0 0
0.0312 0 0 0 0 0
0.0324 0 0 0 0 0
0.0336 0 0 0 0 0
0.0348 0 0 0 0 0
0.036 0 0 0 0 0
0.0372 0 0 0 0 0
0.0384 0 0 0 0 0
0.0396 0 0 0 0 0
0.0408 0 0 0 0 0
0.042 0 0 0 0 0
0.0432 0 0 0 0 0
0.0444 0 0 0 0 0
0.0456 0 0 0 0 0
0.0468 0 0 0 0 0
0.048 0 0 0 0 0
0.0492 0 0 0 0 0
0.0504 0 0 0 0 0
0.0516 0 0 0 0 0
0.0528 0 0 0 0 0
0.054 0 0 0 0 0
0.0552 0 0 0 0 0
0.0564 0 0 0 0 0
0.0576 0 0 0 0 0
0.0588 0 0 0 0 0
0.06 -nan -nan -nan -nan -nan
