#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0046 14.1147 5.12543
0.0092 28.7111 10.3772
0.0138 41.5564 14.9546
0.0184 54.1498 19.3377
0.023 64.055 22.6769
0.0276 70.4477 24.6907
0.0322 72.4066 25.0952
0.0368 69.5454 23.8139
0.0414 63.3748 21.4134
0.046 56.229 18.7037
0.0506 48.4746 15.835
0.0552 40.4323 12.9371
0.0598 32.9422 10.2884
0.0644 25.2178 7.66937
0.069 18.1072 5.34303
0.0736 11.9649 3.41175
0.0782 6.34938 1.74456
0.0828 2.14697 0.565641
0.0874 0 0
0.092 0 0
0.0966 0 0
0.1012 0 0
0.1058 0 0
0.1104 0 0
0.115 0 0
0.1196 0 0
0.1242 0 0
0.1288 0 0
0.1334 0 0
0.138 0 0
0.1426 0 0
0.1472 0 0
0.1518 0 0
0.1564 0 0
0.161 0 0
0.1656 0 0
0.1702 0 0
0.1748 0 0
0.1794 0 0
0.184 0 0
0.1886 0 0
0.1932 0 0
0.1978 0 0
0.2024 0 0
0.207 0 0
0.2116 0 0
0.2162 0 0
0.2208 0 0
0.2254 0 0
0.23 -nan -nan
