#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0048 11.4281 4.57053
0.0096 22.86 9.1027
0.0144 34.2995 13.5581
0.0192 45.7503 17.8982
0.024 57.2163 22.0843
0.0288 60.8319 23.2425
0.0336 61.0277 23.074
0.0384 60.2693 22.4942
0.0432 58.5073 21.5014
0.048 55.6827 20.0965
0.0528 51.7265 18.2841
0.0576 46.5582 16.0723
0.0624 40.0843 13.4731
0.0672 32.1965 10.5033
0.072 22.7697 7.18483
0.0768 11.6591 3.54545
0.0816 0 0
0.0864 0 0
0.0912 0 0
0.096 0 0
0.1008 0 0
0.1056 0 0
0.1104 0 0
0.1152 0 0
0.12 0 0
0.1248 0 0
0.1296 0 0
0.1344 0 0
0.1392 0 0
0.144 0 0
0.1488 0 0
0.1536 0 0
0.1584 0 0
0.1632 0 0
0.168 0 0
0.1728 0 0
0.1776 0 0
0.1824 0 0
0.1872 0 0
0.192 0 0
0.1968 0 0
0.2016 0 0
0.2064 0 0
0.2112 0 0
0.216 0 0
0.2208 0 0
0.2256 0 0
0.2304 0 0
0.2352 0 0
0.24 -nan -nan
