#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0192 0 0
0.0384 0 0
0.0576 0 0
0.0768 0 0
0.096 0 0
0.1152 0 0
0.1344 0 0
0.1536 0 0
0.1728 0 0
0.192 0.00401683 0.0211888
0.2112 0.0393958 0.201858
0.2304 0.095325 0.473706
0.2496 0.183978 0.888689
0.2688 0.296878 1.39283
0.288 0.430866 1.96067
0.3072 0.603015 2.66306
0.3264 0.802948 3.43858
0.3456 1.02676 4.25954
0.3648 1.26896 5.09441
0.384 1.51321 5.87128
0.4032 1.68423 6.29729
0.4224 1.7126 6.14771
0.4416 1.60392 5.50981
0.4608 1.42621 4.6805
0.48 1.19092 3.72678
0.4992 0.920285 2.74121
0.5184 0.63267 1.79032
0.5376 0.350041 0.938953
0.5568 0.106072 0.269006
0.576 0 0
0.5952 0 0
0.6144 0 0
0.6336 0 0
0.6528 0 0
0.672 0 0
0.6912 0 0
0.7104 0 0
0.7296 0 0
0.7488 0 0
0.768 0 0
0.7872 0 0
0.8064 0 0
0.8256 0 0
0.8448 0 0
0.864 0 0
0.8832 0 0
0.9024 0 0
0.9216 0 0
0.9408 0 0
0.96 -nan -nan
