#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0096 0.646004 0.956733
0.0192 3.38901 4.99488
0.0288 5.95356 8.72057
0.0384 8.33723 12.1206
0.048 10.5355 15.1812
0.0576 12.5414 17.8879
0.0672 14.3457 20.2253
0.0768 15.9364 22.1775
0.0864 17.2984 23.7277
0.096 18.4134 24.8581
0.1056 19.2593 25.5503
0.1152 19.8097 25.7851
0.1248 20.0331 25.5423
0.1344 19.8924 24.8015
0.144 19.344 23.5413
0.1536 18.3363 21.7403
0.1632 16.8085 19.3768
0.1728 14.6891 16.4293
0.1824 11.8935 12.877
0.192 8.32156 8.70019
0.2016 3.85436 3.88109
0.2112 0 0
0.2208 0 0
0.2304 0 0
0.24 0 0
0.2496 0 0
0.2592 0 0
0.2688 0 0
0.2784 0 0
0.288 0 0
0.2976 0 0
0.3072 0 0
0.3168 0 0
0.3264 0 0
0.336 0 0
0.3456 0 0
0.3552 0 0
0.3648 0 0
0.3744 0 0
0.384 0 0
0.3936 0 0
0.4032 0 0
0.4128 0 0
0.4224 0 0
0.432 0 0
0.4416 0 0
0.4512 0 0
0.4608 0 0
0.4704 0 0
0.48 -nan -nan
