#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.013 0 0
0.026 0 0
0.039 1.51236e-06 4.04196e-06
0.052 0.178062 0.470377
0.065 0.517374 1.34945
0.078 1.01841 2.62264
0.091 1.59133 4.03944
0.104 2.31492 5.78853
0.117 3.14811 7.74691
0.13 4.03528 9.75776
0.143 5.09957 12.1103
0.156 6.20444 14.4491
0.169 7.3379 16.7353
0.182 8.45505 18.8576
0.195 9.37214 20.4048
0.208 9.74742 20.6658
0.221 9.47286 19.5085
0.234 8.72423 17.4139
0.247 7.75441 14.9754
0.26 6.59859 12.3058
0.273 5.31649 9.55507
0.286 3.94251 6.8131
0.299 2.66419 4.41868
0.312 1.48031 2.35069
0.325 0.471453 0.71481
0.338 0 0
0.351 0 0
0.364 0 0
0.377 0 0
0.39 0 0
0.403 0 0
0.416 0 0
0.429 0 0
0.442 0 0
0.455 0 0
0.468 0 0
0.481 0 0
0.494 0 0
0.507 0 0
0.52 0 0
0.533 0 0
0.546 0 0
0.559 0 0
0.572 0 0
0.585 0 0
0.598 0 0
0.611 0 0
0.624 0 0
0.637 0 0
0.65 -nan -nan
