#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.019 0 0
0.038 0 0
0.057 0 0
0.076 0 0
0.095 0 0
0.114 0 0
0.133 0 0
0.152 0 0
0.171 0 0
0.19 0.00342619 0.0177564
0.209 0.0567329 0.285553
0.228 0.145798 0.712343
0.247 0.269697 1.2787
0.266 0.44197 2.03616
0.285 0.644378 2.88079
0.304 0.883613 3.83086
0.323 1.17476 4.93964
0.342 1.49433 6.08709
0.361 1.83946 7.25203
0.38 2.17279 8.27789
0.399 2.38258 8.7449
0.418 2.38607 8.40675
0.437 2.21646 7.47509
0.456 1.95022 6.28487
0.475 1.60645 4.93786
0.494 1.21759 3.56365
0.513 0.80819 2.24811
0.532 0.409042 1.07903
0.551 0.0746906 0.186278
0.57 0 0
0.589 0 0
0.608 0 0
0.627 0 0
0.646 0 0
0.665 0 0
0.684 0 0
0.703 0 0
0.722 0 0
0.741 0 0
0.76 0 0
0.779 0 0
0.798 0 0
0.817 0 0
0.836 0 0
0.855 0 0
0.874 0 0
0.893 0 0
0.912 0 0
0.931 0 0
0.95 -nan -nan
