#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0162 0 0
0.0324 0 0
0.0486 0 0
0.0648 0 0
0.081 0 0
0.0972 0 0
0.1134 0.00847198 0.0336049
0.1296 0.112138 0.435549
0.1458 0.276374 1.05003
0.162 0.510309 1.89648
0.1782 0.813374 2.95669
0.1944 1.15356 4.0948
0.2106 1.58846 5.50744
0.2268 2.07361 7.01428
0.243 2.60667 8.59305
0.2592 3.18045 10.2068
0.2754 3.76174 11.7372
0.2916 4.26383 12.9108
0.3078 4.49187 13.161
0.324 4.36997 12.3516
0.3402 4.01554 10.9243
0.3564 3.51523 9.18773
0.3726 2.91482 7.30595
0.3888 2.2581 5.4179
0.405 1.57281 3.60485
0.4212 0.900118 1.96614
0.4374 0.317385 0.659142
0.4536 0 0
0.4698 0 0
0.486 0 0
0.5022 0 0
0.5184 0 0
0.5346 0 0
0.5508 0 0
0.567 0 0
0.5832 0 0
0.5994 0 0
0.6156 0 0
0.6318 0 0
0.648 0 0
0.6642 0 0
0.6804 0 0
0.6966 0 0
0.7128 0 0
0.729 0 0
0.7452 0 0
0.7614 0 0
0.7776 0 0
0.7938 0 0
0.81 -nan -nan
