#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0002 73.6302 1.29795
0.0004 126.64 2.41503
0.0006 145.754 3.26383
0.0008 152.086 3.83491
0.001 161.316 4.12807
0.0012 169.535 4.17952
0.0014 146.003 3.96651
0.0016 155.758 3.5283
0.0018 131.313 2.99265
0.002 110.932 2.24346
0.0022 105.505 1.56099
0.0024 70.2719 0.825104
0.0026 39.5389 0.213164
0.0028 0 0
0.003 0 0
0.0032 0 0
0.0034 0 0
0.0036 0 0
0.0038 0 0
0.004 0 0
0.0042 0 0
0.0044 0 0
0.0046 0 0
0.0048 0 0
0.005 0 0
0.0052 0 0
0.0054 0 0
0.0056 0 0
0.0058 0 0
0.006 0 0
0.0062 0 0
0.0064 0 0
0.0066 0 0
0.0068 0 0
0.007 0 0
0.0072 0 0
0.0074 0 0
0.0076 0 0
0.0078 0 0
0.008 0 0
0.0082 0 0
0.0084 0 0
0.0086 0 0
0.0088 0 0
0.009 0 0
0.0092 0 0
0.0094 0 0
0.0096 0 0
0.0098 0 0
0.01 -nan -nan
