#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0162 0 0 0 0 0
0.0324 0 0 0 0 0
0.0486 0 0 0 0 0
0.0648 0 0 0 0 0
0.081 0 0 0 0 0
0.0972 0 0 0 0 0
0.1134 0 0 0 0 0
0.1296 0 0 0 0 0
0.1458 0.0192027 0.00694186 0.000704987 0.42808 -0.428072
0.162 0.263301 0.105738 0.0116187 5.48866 -5.48749
0.1782 0.520458 0.229872 0.0272647 10.2083 -10.2042
0.1944 0.784904 0.378137 0.0482576 14.5638 -14.5554
0.2106 1.05048 0.548198 0.0750157 18.5268 -18.5129
0.2268 1.31052 0.736455 0.107684 22.0626 -22.0426
0.243 1.55775 0.937869 0.146045 25.1293 -25.1029
0.2592 1.78416 1.14576 0.189415 27.6774 -27.6446
0.2754 1.98089 1.35159 0.236519 29.648 -29.6092
0.2916 2.13807 1.54468 0.285351 30.9718 -30.9278
0.3078 2.24475 1.7119 0.333009 31.5673 -31.5193
0.324 2.28873 1.8374 0.375507 31.3389 -31.2886
0.3402 2.25651 1.90226 0.407566 30.175 -30.1241
0.3564 2.13323 1.88416 0.422387 27.9444 -27.8953
0.3726 1.90268 1.75716 0.41142 24.494 -24.4492
0.3888 1.54746 1.49149 0.364134 19.6441 -19.6068
0.405 1.04932 1.05373 0.267838 13.1842 -13.1582
0.4212 0.389742 0.407137 0.107592 4.86697 -4.85691
0.4374 0 0 0 0 0
0.4536 0 0 0 0 0
0.4698 0 0 0 0 0
0.486 0 0 0 0 0
0.5022 0 0 0 0 0
0.5184 0 0 0 0 0
0.5346 0 0 0 0 0
0.5508 0 0 0 0 0
0.567 0 0 0 0 0
0.5832 0 0 0 0 0
0.5994 0 0 0 0 0
0.6156 0 0 0 0 0
0.6318 0 0 0 0 0
0.648 0 0 0 0 0
0.6642 0 0 0 0 0
0.6804 0 0 0 0 0
0.6966 0 0 0 0 0
0.7128 0 0 0 0 0
0.729 0 0 0 0 0
0.7452 0 0 0 0 0
0.7614 0 0 0 0 0
0.7776 0 0 0 0 0
0.7938 0 0 0 0 0
0.81 -nan -nan -nan -nan -nan
