#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0056 13.235 6.92446
0.0112 26.3069 13.7256
0.0168 39.0452 20.2755
0.0224 50.766 26.196
0.028 61.1559 31.3023
0.0336 69.8092 35.3794
0.0392 73.8905 37.0444
0.0448 73.7393 36.5275
0.0504 69.9502 34.1895
0.056 63.9807 30.8003
0.0616 56.9387 26.9393
0.0672 49.1649 22.8108
0.0728 41.4315 18.801
0.0784 33.5963 14.8728
0.084 25.428 10.9563
0.0896 18.3198 7.65557
0.0952 11.6772 4.71896
0.1008 5.70536 2.223
0.1064 1.40209 0.524558
0.112 0 0
0.1176 0 0
0.1232 0 0
0.1288 0 0
0.1344 0 0
0.14 0 0
0.1456 0 0
0.1512 0 0
0.1568 0 0
0.1624 0 0
0.168 0 0
0.1736 0 0
0.1792 0 0
0.1848 0 0
0.1904 0 0
0.196 0 0
0.2016 0 0
0.2072 0 0
0.2128 0 0
0.2184 0 0
0.224 0 0
0.2296 0 0
0.2352 0 0
0.2408 0 0
0.2464 0 0
0.252 0 0
0.2576 0 0
0.2632 0 0
0.2688 0 0
0.2744 0 0
0.28 -nan -nan
