#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0028 27.5195 4.09266
0.0056 53.3591 7.91133
0.0084 75.8767 11.1925
0.0112 90.8673 13.367
0.014 98.2973 14.4139
0.0168 99.5599 14.5251
0.0196 96.5738 13.9607
0.0224 91.8379 13.0629
0.0252 83.587 11.6561
0.028 72.8976 9.91794
0.0308 60.3282 7.97467
0.0336 46.3789 5.9502
0.0364 33.2336 4.11683
0.0392 22.262 2.64056
0.042 12.0777 1.36754
0.0448 4.35822 0.466772
0.0476 0.157512 0.0157325
0.0504 0 0
0.0532 0 0
0.056 0 0
0.0588 0 0
0.0616 0 0
0.0644 0 0
0.0672 0 0
0.07 0 0
0.0728 0 0
0.0756 0 0
0.0784 0 0
0.0812 0 0
0.084 0 0
0.0868 0 0
0.0896 0 0
0.0924 0 0
0.0952 0 0
0.098 0 0
0.1008 0 0
0.1036 0 0
0.1064 0 0
0.1092 0 0
0.112 0 0
0.1148 0 0
0.1176 0 0
0.1204 0 0
0.1232 0 0
0.126 0 0
0.1288 0 0
0.1316 0 0
0.1344 0 0
0.1372 0 0
0.14 -nan -nan
