#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.014 0 0
0.028 0 0
0.042 0 0
0.056 0 0
0.07 0 0
0.084 0 0
0.098 0.660539 1.96386
0.112 1.45334 4.2394
0.126 2.21601 6.33675
0.14 2.94409 8.24555
0.154 3.63203 9.95382
0.168 4.27298 11.4478
0.182 4.85859 12.7117
0.196 5.37868 13.7278
0.21 5.82091 14.4759
0.224 6.17034 14.9334
0.238 6.40888 15.0747
0.252 6.51464 14.8717
0.266 6.46108 14.2927
0.28 6.21599 13.3026
0.294 5.74016 11.8629
0.308 4.98572 9.93069
0.322 3.894 7.45939
0.336 2.39282 4.39794
0.35 0.392913 0.691098
0.364 0 0
0.378 0 0
0.392 0 0
0.406 0 0
0.42 0 0
0.434 0 0
0.448 0 0
0.462 0 0
0.476 0 0
0.49 0 0
0.504 0 0
0.518 0 0
0.532 0 0
0.546 0 0
0.56 0 0
0.574 0 0
0.588 0 0
0.602 0 0
0.616 0 0
0.63 0 0
0.644 0 0
0.658 0 0
0.672 0 0
0.686 0 0
0.7 -nan -nan
