#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0038 16.0577 4.36194
0.0076 32.119 8.67487
0.0114 48.1873 12.8897
0.0152 64.2661 16.9573
0.019 80.3589 20.8284
0.0228 96.4693 24.4534
0.0266 109.213 27.0224
0.0304 105.6 25.731
0.0342 100.193 23.9655
0.038 92.8917 21.7389
0.0418 83.5791 19.0699
0.0456 72.1193 15.9837
0.0494 58.3548 12.5126
0.0532 42.1034 8.69711
0.057 23.1553 4.58633
0.0608 1.2683 0.239644
0.0646 0 0
0.0684 0 0
0.0722 0 0
0.076 0 0
0.0798 0 0
0.0836 0 0
0.0874 0 0
0.0912 0 0
0.095 0 0
0.0988 0 0
0.1026 0 0
0.1064 0 0
0.1102 0 0
0.114 0 0
0.1178 0 0
0.1216 0 0
0.1254 0 0
0.1292 0 0
0.133 0 0
0.1368 0 0
0.1406 0 0
0.1444 0 0
0.1482 0 0
0.152 0 0
0.1558 0 0
0.1596 0 0
0.1634 0 0
0.1672 0 0
0.171 0 0
0.1748 0 0
0.1786 0 0
0.1824 0 0
0.1862 0 0
0.19 -nan -nan
