#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0044 19.8484 0.905915 2.80851 82.085 -57.4245
0.0088 39.2035 3.57922 5.60834 161.998 -113.296
0.0132 57.5812 7.88811 8.38968 237.671 -166.14
0.0176 74.5259 13.6184 11.1341 307.11 -214.537
0.022 87.4923 19.9923 13.4686 359.364 -250.793
0.0264 95.5919 26.2209 15.2352 390.815 -272.395
0.0308 97.0019 31.0498 16.0636 393.973 -274.151
0.0352 92.595 33.8799 15.9902 373.021 -259.069
0.0396 83.887 34.5353 15.1524 334.649 -231.893
0.044 73.9488 33.8356 14.0237 291.973 -201.818
0.0484 63.3456 31.8959 12.6535 247.432 -170.569
0.0528 52.0709 28.6173 10.9826 201.064 -138.195
0.0572 41.7813 24.8969 9.33401 159.565 -109.334
0.0616 31.4614 20.2089 7.4551 118.74 -81.0869
0.066 21.4565 14.7829 5.39908 79.969 -54.412
0.0704 13.4315 9.88607 3.59724 49.4872 -33.5459
0.0748 6.21861 4.87099 1.77268 22.6204 -15.2708
0.0792 1.14839 0.954267 0.348749 4.12449 -2.77236
0.0836 0 0 0 0 0
0.088 0 0 0 0 0
0.0924 0 0 0 0 0
0.0968 0 0 0 0 0
0.1012 0 0 0 0 0
0.1056 0 0 0 0 0
0.11 0 0 0 0 0
0.1144 0 0 0 0 0
0.1188 0 0 0 0 0
0.1232 0 0 0 0 0
0.1276 0 0 0 0 0
0.132 0 0 0 0 0
0.1364 0 0 0 0 0
0.1408 0 0 0 0 0
0.1452 0 0 0 0 0
0.1496 0 0 0 0 0
0.154 0 0 0 0 0
0.1584 0 0 0 0 0
0.1628 0 0 0 0 0
0.1672 0 0 0 0 0
0.1716 0 0 0 0 0
0.176 0 0 0 0 0
0.1804 0 0 0 0 0
0.1848 0 0 0 0 0
0.1892 0 0 0 0 0
0.1936 0 0 0 0 0
0.198 0 0 0 0 0
0.2024 0 0 0 0 0
0.2068 0 0 0 0 0
0.2112 0 0 0 0 0
0.2156 0 0 0 0 0
0.22 -nan -nan -nan -nan -nan
