#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0002 19.6565 1.07007
0.0004 39.313 2.09292
0.0006 58.9695 3.02134
0.0008 78.626 3.80811
0.001 98.2826 4.40601
0.0012 117.939 4.76783
0.0014 137.596 4.84634
0.0016 157.253 4.59433
0.0018 176.91 3.96458
0.002 196.567 2.90987
0.0022 216.224 1.38297
0.0024 0 0
0.0026 0 0
0.0028 0 0
0.003 0 0
0.0032 0 0
0.0034 0 0
0.0036 0 0
0.0038 0 0
0.004 0 0
0.0042 0 0
0.0044 0 0
0.0046 0 0
0.0048 0 0
0.005 0 0
0.0052 0 0
0.0054 0 0
0.0056 0 0
0.0058 0 0
0.006 0 0
0.0062 0 0
0.0064 0 0
0.0066 0 0
0.0068 0 0
0.007 0 0
0.0072 0 0
0.0074 0 0
0.0076 0 0
0.0078 0 0
0.008 0 0
0.0082 0 0
0.0084 0 0
0.0086 0 0
0.0088 0 0
0.009 0 0
0.0092 0 0
0.0094 0 0
0.0096 0 0
0.0098 0 0
0.01 -nan -nan
